"Voltaje","contrast","estimate","SE","df","t.ratio","p.value","Channel","Concentration","Variable","sig"
-20,"Control - Veneno",-0.018109337081476,0.0590389278009766,274.802411000833,-0.30673553460394,0.759276970482938,"BgNav1","1","Var1",""
-15,"Control - Veneno",-0.0278305405567294,0.0588768083972837,274.802411000833,-0.472691052968377,0.63680880854985,"BgNav1","1","Var1",""
-10,"Control - Veneno",-0.0356619135877476,0.0596838674931668,274.802411000833,-0.597513450210487,0.550656667204727,"BgNav1","1","Var1",""
-5,"Control - Veneno",-0.0515951465641867,0.0604060743733931,274.802411000833,-0.854138380939263,0.39377228086434,"BgNav1","1","Var1",""
0,"Control - Veneno",-0.0676709941524316,0.0760226653121144,274.802411000833,-0.890142352607678,0.374168068303495,"BgNav1","1","Var1",""
-90,"Control - Veneno",-0.00450619720621147,0.0411918004726951,270.269084639671,-0.109395490231084,0.912969990261592,"BgNav1","1","Var2",""
-85,"Control - Veneno",-0.00120874185755229,0.0357647612458829,270.269084639671,-0.0337970061995432,0.973063969679147,"BgNav1","1","Var2",""
-80,"Control - Veneno",0.00274172429764372,0.0350585753099956,270.269084639671,0.0782040990941814,0.937723568339686,"BgNav1","1","Var2",""
-75,"Control - Veneno",0.00312980171531148,0.0347746535226133,270.269084639671,0.0900023838706611,0.928351982655655,"BgNav1","1","Var2",""
-70,"Control - Veneno",0.00416518974260406,0.034955332599377,270.269084639671,0.119157491371668,0.905239103539333,"BgNav1","1","Var2",""
-65,"Control - Veneno",0.000647369420687931,0.0350490467089064,270.269084639671,0.0184703859726783,0.985277230095953,"BgNav1","1","Var2",""
-60,"Control - Veneno",-0.00684509362595737,0.0349278195413972,270.269084639671,-0.195978269351868,0.844774443921085,"BgNav1","1","Var2",""
-55,"Control - Veneno",0.00262756013081689,0.0348412368007981,270.269084639671,0.0754152370032027,0.939940127880211,"BgNav1","1","Var2",""
-50,"Control - Veneno",0.0145932834448431,0.0349369898554475,270.269084639671,0.417702941931264,0.676495967645419,"BgNav1","1","Var2",""
-45,"Control - Veneno",0.00289068452834107,0.0350230914386142,270.269084639671,0.082536532601859,0.934281162304555,"BgNav1","1","Var2",""
-40,"Control - Veneno",-0.00201534674585808,0.034936989855445,270.269084639671,-0.0576851856498446,0.954042019330787,"BgNav1","1","Var2",""
-35,"Control - Veneno",0.02411661951331,0.0348412368007995,270.269084639671,0.692186091188261,0.48941472027951,"BgNav1","1","Var2",""
-30,"Control - Veneno",0.0513347898269024,0.0349278195413975,270.269084639671,1.46973932243491,0.142795469932963,"BgNav1","1","Var2",""
-25,"Control - Veneno",0.0595276456631846,0.0350490467089048,270.269084639671,1.69840983572488,0.0905813002268512,"BgNav1","1","Var2",""
-20,"Control - Veneno",0.0569369388688826,0.0349553325993786,270.269084639671,1.62884843698769,0.104510122470002,"BgNav1","1","Var2",""
-15,"Control - Veneno",0.0500086059152853,0.0347746535226119,270.269084639671,1.43807632426209,0.151569282431909,"BgNav1","1","Var2",""
-10,"Control - Veneno",0.0435754173335118,0.0350585753099934,270.269084639671,1.24293177769522,0.214970185532349,"BgNav1","1","Var2",""
-5,"Control - Veneno",0.038935682995528,0.0357647612458889,270.269084639671,1.0886605037802,0.277273426082483,"BgNav1","1","Var2",""
0,"Control - Veneno",0.0321197138379459,0.0411918004726972,270.269084639671,0.779759890787865,0.436214518003885,"BgNav1","1","Var2",""
-90,"Control - Veneno",0.0104867429982562,0.659599805835901,540.5614458711,0.0158986447622836,0.987321117287256,"BgNav1","2","Corriente",""
-85,"Control - Veneno",0.00452730344978759,0.517944392386582,540.5614458711,0.00874090639137283,0.993029079385298,"BgNav1","2","Corriente",""
-80,"Control - Veneno",0.0210773606165957,0.518661541340815,540.5614458711,0.0406379863101236,0.967599505060435,"BgNav1","2","Corriente",""
-75,"Control - Veneno",0.0450439450334356,0.510471464496605,540.5614458711,0.0882398883507722,0.929718694203591,"BgNav1","2","Corriente",""
-70,"Control - Veneno",0.0296982520756731,0.512270238752515,540.5614458711,0.0579737994305399,0.953790922080521,"BgNav1","2","Corriente",""
-65,"Control - Veneno",-0.0467767409919239,0.507829927966035,540.5614458711,-0.0921110364236991,0.926643944902109,"BgNav1","2","Corriente",""
-60,"Control - Veneno",-0.139566766662798,0.509315414125344,540.5614458711,-0.274028161708945,0.784167659655753,"BgNav1","2","Corriente",""
-55,"Control - Veneno",-0.163082141992163,0.508834056575957,540.5614458711,-0.320501625008308,0.748711954497415,"BgNav1","2","Corriente",""
-50,"Control - Veneno",-0.0597438624353802,0.508238654753191,540.5614458711,-0.117550803892303,0.906467250875513,"BgNav1","2","Corriente",""
-45,"Control - Veneno",0.158417047515593,0.509623467457332,540.5614458711,0.310851162930122,0.756033600010051,"BgNav1","2","Corriente",""
-40,"Control - Veneno",0.430042407490938,0.507695689203495,540.5614458711,0.847047585071316,0.397343449857538,"BgNav1","2","Corriente",""
-35,"Control - Veneno",0.694218368091951,0.509860113101534,540.5614458711,1.36158595319204,0.17389580407846,"BgNav1","2","Corriente",""
-30,"Control - Veneno",0.917472009138322,0.507725097457666,540.5614458711,1.8070251278347,0.0713142327478333,"BgNav1","2","Corriente",""
-25,"Control - Veneno",1.08538937777385,0.509573240330992,540.5614458711,2.12999681276206,0.0336228700753213,"BgNav1","2","Corriente","*"
-20,"Control - Veneno",1.18746516179338,0.508216556672104,540.5614458711,2.33653379883788,0.0198278486038547,"BgNav1","2","Corriente","*"
-15,"Control - Veneno",1.21918447781009,0.50893310906311,540.5614458711,2.39556919386612,0.016933717648569,"BgNav1","2","Corriente","*"
-10,"Control - Veneno",1.19253838545866,0.508933109057325,540.5614458711,2.34321242661447,0.0194800405675563,"BgNav1","2","Corriente","*"
-5,"Control - Veneno",1.13336585845056,0.508216556671027,540.5614458711,2.23008448578388,0.0261516341077384,"BgNav1","2","Corriente","*"
0,"Control - Veneno",1.06396457564285,0.509573240327461,540.5614458711,2.08795221460046,0.0372696473356303,"BgNav1","2","Corriente","*"
5,"Control - Veneno",0.990232973924903,0.507725097458107,540.5614458711,1.95033292402215,0.0516529068331953,"BgNav1","2","Corriente",""
10,"Control - Veneno",0.906263813396589,0.509860113106037,540.5614458711,1.7774754096289,0.0760522118052881,"BgNav1","2","Corriente",""
15,"Control - Veneno",0.807465144107063,0.507695689203925,540.5614458711,1.59045105419977,0.112317796098784,"BgNav1","2","Corriente",""
20,"Control - Veneno",0.695846784082931,0.509623467461053,540.5614458711,1.36541354257025,0.172691027323735,"BgNav1","2","Corriente",""
25,"Control - Veneno",0.574864255523,0.508238654748631,540.5614458711,1.13109117173963,0.258518278355923,"BgNav1","2","Corriente",""
30,"Control - Veneno",0.444923458403943,0.508834056575809,540.5614458711,0.874397954802886,0.382289879429844,"BgNav1","2","Corriente",""
35,"Control - Veneno",0.306943472497418,0.509315414119614,540.5614458711,0.602658910349278,0.546988353772964,"BgNav1","2","Corriente",""
40,"Control - Veneno",0.168306364549219,0.507829927967652,540.5614458711,0.331422697403411,0.740453667540921,"BgNav1","2","Corriente",""
45,"Control - Veneno",0.0418679596492718,0.512270238757559,540.5614458711,0.0817302206562238,0.93489149836721,"BgNav1","2","Corriente",""
50,"Control - Veneno",-0.0620054004624472,0.510471464497106,540.5614458711,-0.121466927683279,0.90336634722363,"BgNav1","2","Corriente",""
55,"Control - Veneno",-0.141886162129762,0.518661541344134,540.5614458711,-0.273562141819996,0.784525621300335,"BgNav1","2","Corriente",""
60,"Control - Veneno",-0.204471501900514,0.517944392382673,540.5614458711,-0.394775008490573,0.693164654839722,"BgNav1","2","Corriente",""
65,"Control - Veneno",-0.259114222422818,0.659599805835049,540.5614458711,-0.392835504393124,0.69459584268301,"BgNav1","2","Corriente",""
-90,"Control - Veneno",-0.000764311178169744,0.0867543930705204,279.231708089167,-0.00881005734831728,0.992976973135304,"BgNav1","2","Var1",""
-85,"Control - Veneno",0.00058129457606558,0.0653539947567829,279.231708089167,0.0088945530908843,0.992909618268442,"BgNav1","2","Var1",""
-80,"Control - Veneno",0.0022293333770331,0.0644383331408711,279.231708089167,0.0345963849213708,0.972426302010952,"BgNav1","2","Var1",""
-75,"Control - Veneno",0.00385146403090672,0.0639587504698192,279.231708089167,0.0602179373833162,0.952025135139003,"BgNav1","2","Var1",""
-70,"Control - Veneno",0.0038850630784114,0.0636108563768124,279.231708089167,0.06107547201373,0.951342794309389,"BgNav1","2","Var1",""
-65,"Control - Veneno",0.00108826804843617,0.063533372491302,279.231708089167,0.0171290772984726,0.986345874550832,"BgNav1","2","Var1",""
-60,"Control - Veneno",-0.00355837013681055,0.0634364863436214,279.231708089167,-0.0560934304831394,0.95530749296091,"BgNav1","2","Var1",""
-55,"Control - Veneno",-0.00474372505736293,0.0633780174626418,279.231708089167,-0.0748481137037636,0.940389153171942,"BgNav1","2","Var1",""
-50,"Control - Veneno",0.00691554810565702,0.0634422255974154,279.231708089167,0.109005446144669,0.913276462500725,"BgNav1","2","Var1",""
-45,"Control - Veneno",0.0334676644084233,0.0635001684640445,279.231708089167,0.5270484349561,0.598578415263544,"BgNav1","2","Var1",""
-40,"Control - Veneno",0.0596691314466009,0.0634422255974131,279.231708089167,0.94052708404722,0.347760177822069,"BgNav1","2","Var1",""
-35,"Control - Veneno",0.0664827701721633,0.0633780174626429,279.231708089167,1.04898784837109,0.295090776093574,"BgNav1","2","Var1",""
-30,"Control - Veneno",0.0505184973826569,0.0634364863436218,279.231708089167,0.796363422605235,0.426497366788627,"BgNav1","2","Var1",""
-25,"Control - Veneno",0.0220780224457798,0.0635333724913009,279.231708089167,0.347502762407312,0.728475430753661,"BgNav1","2","Var1",""
-20,"Control - Veneno",-0.00740764982805277,0.063610856376813,279.231708089167,-0.116452603375938,0.907377556561324,"BgNav1","2","Var1",""
-15,"Control - Veneno",-0.0318050052450733,0.063958750469818,279.231708089167,-0.497273711750857,0.619387372556765,"BgNav1","2","Var1",""
-10,"Control - Veneno",-0.0507499663054683,0.0644383331408693,279.231708089167,-0.787574163262779,0.431613838861883,"BgNav1","2","Var1",""
-5,"Control - Veneno",-0.0659210314248082,0.0653539947567861,279.231708089167,-1.00867638879815,0.314003116012711,"BgNav1","2","Var1",""
0,"Control - Veneno",-0.0787408581366899,0.0867543930705228,279.231708089167,-0.907629635224136,0.364856554311903,"BgNav1","2","Var1",""
-90,"Control - Veneno",-0.0357280429359236,0.0236609964387454,267.263610622849,-1.50999739290008,0.132225419055689,"BgNav1","2","Var2",""
-85,"Control - Veneno",-0.0252454874710542,0.0212915909943562,267.263610622849,-1.18570225577535,0.236793002238713,"BgNav1","2","Var2",""
-80,"Control - Veneno",-0.0172636102569403,0.0204663911303196,267.263610622849,-0.84351022840394,0.399697458200494,"BgNav1","2","Var2",""
-75,"Control - Veneno",-0.0109053068255531,0.020319096362841,267.263610622849,-0.536702352841653,0.591919704525649,"BgNav1","2","Var2",""
-70,"Control - Veneno",-0.00615592154249378,0.0205184177498572,267.263610622849,-0.300019310335789,0.764395641042529,"BgNav1","2","Var2",""
-65,"Control - Veneno",-0.000596417811784281,0.0206236963416883,267.263610622849,-0.0289190551442854,0.9769507306601,"BgNav1","2","Var2",""
-60,"Control - Veneno",0.00302386973565386,0.0204932466492067,267.263610622849,0.147554449883661,0.88280565820279,"BgNav1","2","Var2",""
-55,"Control - Veneno",0.00129622363770683,0.0203979279879473,267.263610622849,0.0635468287991184,0.94937857158567,"BgNav1","2","Var2",""
-50,"Control - Veneno",-0.00190193672270874,0.0205017027071351,267.263610622849,-0.0927696957602857,0.926156027895173,"BgNav1","2","Var2",""
-45,"Control - Veneno",-0.0199712995277937,0.020595337019261,267.263610622849,-0.969700059247215,0.333072749109683,"BgNav1","2","Var2",""
-40,"Control - Veneno",-0.0619192661114904,0.0205017027071326,267.263610622849,-3.02020115089994,0.00277060964747984,"BgNav1","2","Var2","**"
-35,"Control - Veneno",-0.0961305752622668,0.0203979279879489,267.263610622849,-4.71276177262027,3.93593210752757e-06,"BgNav1","2","Var2","***"
-30,"Control - Veneno",-0.101950067542115,0.0204932466492066,267.263610622849,-4.97481288774039,1.17048257981109e-06,"BgNav1","2","Var2","***"
-25,"Control - Veneno",-0.0957491756287976,0.0206236963416867,267.263610622849,-4.64267772577992,5.39727564131489e-06,"BgNav1","2","Var2","***"
-20,"Control - Veneno",-0.0871152448655412,0.0205184177498591,267.263610622849,-4.24570968032558,3.00960241613322e-05,"BgNav1","2","Var2","***"
-15,"Control - Veneno",-0.076318253629431,0.02031909636284,267.263610622849,-3.75598659835106,0.000211942803503992,"BgNav1","2","Var2","***"
-10,"Control - Veneno",-0.06759673906681,0.0204663911303174,267.263610622849,-3.30281673189941,0.00108773128373733,"BgNav1","2","Var2","**"
-5,"Control - Veneno",-0.0595283854698844,0.0212915909943615,267.263610622849,-2.79586365742461,0.00555166701484049,"BgNav1","2","Var2","**"
0,"Control - Veneno",-0.0493728422335506,0.0236609964387467,267.263610622849,-2.08667637313443,0.0378651843398383,"BgNav1","2","Var2","*"
-90,"Control - Veneno",0.112720583258793,0.430602903733925,169.885915258943,0.261773857726803,0.793812908644558,"Nav1.2","1","Corriente",""
-85,"Control - Veneno",0.138193170788202,0.38356036043554,169.885915258943,0.360290543661189,0.719077414674225,"Nav1.2","1","Corriente",""
-80,"Control - Veneno",0.149641007067458,0.379150798842707,169.885915258943,0.394674117855513,0.693578448558141,"Nav1.2","1","Corriente",""
-75,"Control - Veneno",0.138651568772298,0.377916971884096,169.885915258943,0.366883678393838,0.714162357385713,"Nav1.2","1","Corriente",""
-70,"Control - Veneno",0.108238932296684,0.378139936914815,169.885915258943,0.286240414540154,0.775042746493801,"Nav1.2","1","Corriente",""
-65,"Control - Veneno",0.0703923363893068,0.376915702146487,169.885915258943,0.18675883224931,0.852072564170315,"Nav1.2","1","Corriente",""
-60,"Control - Veneno",0.037656544979415,0.376922015374461,169.885915258943,0.0999054007020639,0.920537225429969,"Nav1.2","1","Corriente",""
-55,"Control - Veneno",0.0139626643621489,0.376769034671301,169.885915258943,0.0370589487916122,0.970481513868259,"Nav1.2","1","Corriente",""
-50,"Control - Veneno",-0.0100089843695574,0.376648382166012,169.885915258943,-0.0265738148455549,0.978830848054936,"Nav1.2","1","Corriente",""
-45,"Control - Veneno",-0.0506642693295361,0.376904029556579,169.885915258943,-0.134422201293899,0.893227845603782,"Nav1.2","1","Corriente",""
-40,"Control - Veneno",-0.113956009841106,0.376551310143318,169.885915258943,-0.302630761788436,0.762541489327603,"Nav1.2","1","Corriente",""
-35,"Control - Veneno",-0.179906148966268,0.376943962402246,169.885915258943,-0.477275581812572,0.63377932315059,"Nav1.2","1","Corriente",""
-30,"Control - Veneno",-0.208780041198566,0.376555594642041,169.885915258943,-0.55444679130856,0.58000227082956,"Nav1.2","1","Corriente",""
-25,"Control - Veneno",-0.171134150873857,0.376890975122978,169.885915258943,-0.45406805195592,0.650359411811058,"Nav1.2","1","Corriente",""
-20,"Control - Veneno",-0.0761135878223191,0.376644763105984,169.885915258943,-0.202083223445487,0.84009345212762,"Nav1.2","1","Corriente",""
-15,"Control - Veneno",0.0319068309605262,0.376774722838645,169.885915258943,0.0846841070444909,0.932612243260741,"Nav1.2","1","Corriente",""
-10,"Control - Veneno",0.107554322526451,0.376774722837576,169.885915258943,0.285460557747705,0.77563905699305,"Nav1.2","1","Corriente",""
-5,"Control - Veneno",0.135897572613297,0.376644763105785,169.885915258943,0.36081099732463,0.718688996742443,"Nav1.2","1","Corriente",""
0,"Control - Veneno",0.132019381386308,0.376890975122325,169.885915258943,0.350285334753531,0.726558490253817,"Nav1.2","1","Corriente",""
5,"Control - Veneno",0.116483314799353,0.376555594642122,169.885915258943,0.309338956735084,0.757442770355915,"Nav1.2","1","Corriente",""
10,"Control - Veneno",0.0981867482266112,0.376943962403078,169.885915258943,0.260481021106307,0.794808207902083,"Nav1.2","1","Corriente",""
15,"Control - Veneno",0.0796847394349102,0.376551310143398,169.885915258943,0.211617214675378,0.832659332614558,"Nav1.2","1","Corriente",""
20,"Control - Veneno",0.0689165655607393,0.376904029557269,169.885915258943,0.18284910787951,0.855134441689803,"Nav1.2","1","Corriente",""
25,"Control - Veneno",0.0768406416784073,0.376648382165169,169.885915258943,0.204011606890989,0.838588612943674,"Nav1.2","1","Corriente",""
30,"Control - Veneno",0.104526988483217,0.376769034671272,169.885915258943,0.27742988107931,0.781787346018221,"Nav1.2","1","Corriente",""
35,"Control - Veneno",0.139248596090736,0.376922015373398,169.885915258943,0.369436091316633,0.71226277624338,"Nav1.2","1","Corriente",""
40,"Control - Veneno",0.165688637171611,0.376915702146791,169.885915258943,0.439590699532818,0.660792253740851,"Nav1.2","1","Corriente",""
45,"Control - Veneno",0.177389757170327,0.378139936915749,169.885915258943,0.469111405204075,0.639591469366515,"Nav1.2","1","Corriente",""
50,"Control - Veneno",0.175353294747719,0.377916971884195,169.885915258943,0.463999523158363,0.643242086750639,"Nav1.2","1","Corriente",""
55,"Control - Veneno",0.160207972322805,0.379150798843321,169.885915258943,0.422544203550547,0.673162158494824,"Nav1.2","1","Corriente",""
60,"Control - Veneno",0.131548045593101,0.383560360434819,169.885915258943,0.342965695005534,0.732048276608974,"Nav1.2","1","Corriente",""
65,"Control - Veneno",0.0936298475410579,0.430602903733757,169.885915258943,0.21743895995404,0.828127201139146,"Nav1.2","1","Corriente",""
-90,"Control - Veneno",-0.0395135026570922,0.484008284205981,167.416437867495,-0.0816380709721001,0.935032043908242,"Nav1.2","2","Corriente",""
-85,"Control - Veneno",-0.0368198129499364,0.418625066672503,167.416437867495,-0.0879541524892515,0.9300182337848,"Nav1.2","2","Corriente",""
-80,"Control - Veneno",-0.0256294767574549,0.418625294367382,167.416437867495,-0.061222953085493,0.951254676435761,"Nav1.2","2","Corriente",""
-75,"Control - Veneno",-0.00466503509263655,0.415167483748899,167.416437867495,-0.0112365136366461,0.991048126617045,"Nav1.2","2","Corriente",""
-70,"Control - Veneno",0.0244454751690834,0.415911822447806,167.416437867495,0.0587756198542569,0.953200924382963,"Nav1.2","2","Corriente",""
-65,"Control - Veneno",0.0607182523269228,0.413991055616603,167.416437867495,0.146665613914021,0.883572422904429,"Nav1.2","2","Corriente",""
-60,"Control - Veneno",0.0877794563456183,0.414604589079635,167.416437867495,0.211718487102317,0.83258418574392,"Nav1.2","2","Corriente",""
-55,"Control - Veneno",0.062377596814555,0.414398594086021,167.416437867495,0.150525599518821,0.880531160549469,"Nav1.2","2","Corriente",""
-50,"Control - Veneno",-0.0501860785400273,0.41414575389532,167.416437867495,-0.121179749081074,0.903693983425473,"Nav1.2","2","Corriente",""
-45,"Control - Veneno",-0.211614670672097,0.414733547489859,167.416437867495,-0.510242472432908,0.610553659868611,"Nav1.2","2","Corriente",""
-40,"Control - Veneno",-0.300759599307711,0.413915638354968,167.416437867495,-0.72662052707896,0.46847317932868,"Nav1.2","2","Corriente",""
-35,"Control - Veneno",-0.202489563217824,0.414833702912321,167.416437867495,-0.488122256692876,0.626101931391432,"Nav1.2","2","Corriente",""
-30,"Control - Veneno",0.0808571476180088,0.413928087568401,167.416437867495,0.195341050888815,0.845362836033134,"Nav1.2","2","Corriente",""
-25,"Control - Veneno",0.419088266595801,0.41471188061825,167.416437867495,1.01055283482843,0.313688794526556,"Nav1.2","2","Corriente",""
-20,"Control - Veneno",0.664731756815772,0.414136396927181,167.416437867495,1.60510344357068,0.110355723482435,"Nav1.2","2","Corriente",""
-15,"Control - Veneno",0.768177184753426,0.41444025376272,167.416437867495,1.85352937553511,0.0655662637699446,"Nav1.2","2","Corriente",""
-10,"Control - Veneno",0.781794400959159,0.414440253760263,167.416437867495,1.88638626162843,0.0609743886017491,"Nav1.2","2","Corriente",""
-5,"Control - Veneno",0.771301621489766,0.414136396926724,167.416437867495,1.86243379527503,0.0642942863247318,"Nav1.2","2","Corriente",""
0,"Control - Veneno",0.748724549811673,0.414711880616751,167.416437867495,1.80540897140006,0.0728073885644041,"Nav1.2","2","Corriente",""
5,"Control - Veneno",0.690024144875978,0.413928087568586,167.416437867495,1.66701455059303,0.0973811491191056,"Nav1.2","2","Corriente",""
10,"Control - Veneno",0.587998026796081,0.41483370291423,167.416437867495,1.4174307021473,0.158215434564537,"Nav1.2","2","Corriente",""
15,"Control - Veneno",0.465670852329169,0.41391563835515,167.416437867495,1.12503807340957,0.262183239830172,"Nav1.2","2","Corriente",""
20,"Control - Veneno",0.348029053654651,0.414733547491443,167.416437867495,0.839163013842838,0.402574482751965,"Nav1.2","2","Corriente",""
25,"Control - Veneno",0.243515699376866,0.414145753893385,167.416437867495,0.58799516133529,0.557327861624258,"Nav1.2","2","Corriente",""
30,"Control - Veneno",0.155381116764797,0.414398594085957,167.416437867495,0.374955704440848,0.708167976967606,"Nav1.2","2","Corriente",""
35,"Control - Veneno",0.0922989193207477,0.414604589077199,167.416437867495,0.222619145451768,0.824103297752708,"Nav1.2","2","Corriente",""
40,"Control - Veneno",0.0571438457680884,0.413991055617291,167.416437867495,0.138031595109906,0.890381325261879,"Nav1.2","2","Corriente",""
45,"Control - Veneno",0.0366468305413932,0.415911822449957,167.416437867495,0.0881120193350661,0.929892951516818,"Nav1.2","2","Corriente",""
50,"Control - Veneno",0.0157181974336771,0.415167483749129,167.416437867495,0.0378598952204432,0.969844496203319,"Nav1.2","2","Corriente",""
55,"Control - Veneno",-0.00251247445422429,0.4186252943688,167.416437867495,-0.00600172633622766,0.995218489574415,"Nav1.2","2","Corriente",""
60,"Control - Veneno",-0.00361321908710269,0.418625066670829,167.416437867495,-0.00863115798544337,0.993123694192201,"Nav1.2","2","Corriente",""
65,"Control - Veneno",0.0131123665496338,0.484008284205597,167.416437867495,0.0270912027283896,0.978419257201421,"Nav1.2","2","Corriente",""
-90,"Control - Veneno",0.00986285561000661,0.0951310126848376,94.6005094051312,0.103676554381709,0.917645510937759,"Nav1.2","2","Var1",""
-85,"Control - Veneno",0.0131376468509496,0.0732471724159089,94.6005094051312,0.179360464269555,0.858038277722368,"Nav1.2","2","Var1",""
-80,"Control - Veneno",0.0140098158916786,0.0727176662043765,94.6005094051312,0.192660416965299,0.847637925386485,"Nav1.2","2","Var1",""
-75,"Control - Veneno",0.0111746911103289,0.0718770080687443,94.6005094051312,0.155469619709842,0.876782359188205,"Nav1.2","2","Var1",""
-70,"Control - Veneno",0.00527605187686301,0.0717147035661151,94.6005094051312,0.0735700158336278,0.941507866516746,"Nav1.2","2","Var1",""
-65,"Control - Veneno",-0.00285501895907086,0.0717701878551412,94.6005094051312,-0.0397800123476525,0.96835234390794,"Nav1.2","2","Var1",""
-60,"Control - Veneno",-0.0111452416072942,0.0716362839315267,94.6005094051312,-0.155580956962359,0.876694835491937,"Nav1.2","2","Var1",""
-55,"Control - Veneno",-0.0175700617167145,0.0715406621035561,94.6005094051312,-0.245595458583841,0.806527436534631,"Nav1.2","2","Var1",""
