"Voltaje","Trat","emmean","SE","df","lower.CL","upper.CL","Channel","Concentration","Variable"
-25,"Veneno",0.455053290369943,0.059191235922164,60.6284691002222,0.336678428328945,0.573428152410941,"Nav1.2","1","Var1"
-20,"Control",0.763513187563368,0.0606517245363245,60.6284691002222,0.642217536058858,0.884808839067878,"Nav1.2","1","Var1"
-20,"Veneno",0.597118597577123,0.0593289911651861,60.6284691002222,0.478468242760309,0.715768952393937,"Nav1.2","1","Var1"
-15,"Control",0.844564208507518,0.0608598915596767,60.6284691002222,0.722852249718882,0.966276167296153,"Nav1.2","1","Var1"
-15,"Veneno",0.70426046118579,0.0595189296878595,60.6284691002222,0.585230253742697,0.823290668628883,"Nav1.2","1","Var1"
-10,"Control",0.883891405727881,0.0610502708845304,60.6284691002222,0.761798712765277,1.00598409869049,"Nav1.2","1","Var1"
-10,"Veneno",0.773548495861631,0.0595621182235857,60.6284691002222,0.654431916899534,0.892665074823729,"Nav1.2","1","Var1"
-5,"Control",0.903567515018479,0.0616790275148783,60.6284691002222,0.780217389630022,1.02691764040694,"Nav1.2","1","Var1"
-5,"Veneno",0.815646453424077,0.0607228230842968,60.6284691002222,0.694208613964265,0.937084292883888,"Nav1.2","1","Var1"
0,"Control",0.916743446104088,0.0739929405420339,60.6284691002222,0.768767077775017,1.06471981443316,"Nav1.2","1","Var1"
0,"Veneno",0.844853402829704,0.0725856888400315,60.6284691002222,0.699691356984127,0.990015448675281,"Nav1.2","1","Var1"
-90,"Control",1.00724770656784,0.0264160958640994,57.1023270764914,0.954352441318945,1.06014297181673,"Nav1.2","1","Var2"
-90,"Veneno",0.984282128865333,0.0262778141117054,57.1023270764914,0.931663757295567,1.0369005004351,"Nav1.2","1","Var2"
-85,"Control",0.982483236466692,0.0199333574174082,57.1023270764914,0.942568926898799,1.02239754603458,"Nav1.2","1","Var2"
-85,"Veneno",1.00576545655334,0.0196491184965463,57.1023270764914,0.966420303502386,1.0451106096043,"Nav1.2","1","Var2"
-80,"Control",0.98453471985802,0.0196081406389998,57.1023270764914,0.94527162036469,1.02379781935135,"Nav1.2","1","Var2"
-80,"Veneno",1.01641331799264,0.0193786271820776,57.1023270764914,0.977609793420771,1.05521684256451,"Nav1.2","1","Var2"
-75,"Control",0.990242485771327,0.0192556693242038,57.1023270764914,0.951685170500793,1.02879980104186,"Nav1.2","1","Var2"
-75,"Veneno",1.02683887309483,0.0190280524950056,57.1023270764914,0.988737334961742,1.06494041122791,"Nav1.2","1","Var2"
-70,"Control",0.983607025887494,0.0193344751071021,57.1023270764914,0.944891910887166,1.02232214088782,"Nav1.2","1","Var2"
-70,"Veneno",1.02647935389466,0.0190825854051054,57.1023270764914,0.988268619733547,1.06469008805578,"Nav1.2","1","Var2"
-65,"Control",0.964690195531534,0.0193955136371376,57.1023270764914,0.92585285772988,1.00352753333319,"Nav1.2","1","Var2"
-65,"Veneno",0.990169478682048,0.0191370283392475,57.1023270764914,0.951849728659646,1.02848922870445,"Nav1.2","1","Var2"
-60,"Control",0.914049881208158,0.0193150014356444,57.1023270764914,0.875373760047891,0.952726002368426,"Nav1.2","1","Var2"
-60,"Veneno",0.920846710695336,0.0190641305648511,57.1023270764914,0.882672930279215,0.959020491111457,"Nav1.2","1","Var2"
-55,"Control",0.811758823787696,0.0192580770728038,57.1023270764914,0.773196687270998,0.850320960304394,"Nav1.2","1","Var2"
-55,"Veneno",0.830954928425259,0.0190125511791459,57.1023270764914,0.792884429936274,0.869025426914243,"Nav1.2","1","Var2"
-50,"Control",0.654370448016088,0.0193212484982141,57.1023270764914,0.615681817814615,0.693059078217561,"Nav1.2","1","Var2"
-50,"Veneno",0.723988594920784,0.0190697227163613,57.1023270764914,0.685803616849303,0.762173572992264,"Nav1.2","1","Var2"
-45,"Control",0.463106399375694,0.0193778898650369,57.1023270764914,0.424304351198394,0.501908447552994,"Nav1.2","1","Var2"
-45,"Veneno",0.60195434528983,0.0191209904141917,57.1023270764914,0.563666709411178,0.640241981168482,"Nav1.2","1","Var2"
-40,"Control",0.285614112263956,0.0193212484982151,57.1023270764914,0.246925482062481,0.324302742465431,"Nav1.2","1","Var2"
-40,"Veneno",0.453900831780589,0.0190697227163621,57.1023270764914,0.415715853709107,0.492085809852071,"Nav1.2","1","Var2"
-35,"Control",0.163546519946395,0.0192580770728032,57.1023270764914,0.124984383429698,0.202108656463092,"Nav1.2","1","Var2"
-35,"Veneno",0.278325771993216,0.019012551179145,57.1023270764914,0.240255273504233,0.316396270482199,"Nav1.2","1","Var2"
-30,"Control",0.103154925198673,0.0193150014356444,57.1023270764914,0.064478804038405,0.14183104635894,"Nav1.2","1","Var2"
-30,"Veneno",0.125386276339643,0.0190641305648511,57.1023270764914,0.087212495923522,0.163560056755763,"Nav1.2","1","Var2"
-25,"Control",0.0740041821095461,0.0193955136371399,57.1023270764914,0.0351668443078874,0.112841519911205,"Nav1.2","1","Var2"
-25,"Veneno",0.0466125543300082,0.0191370283392495,57.1023270764914,0.00829280430760299,0.0849323043524133,"Nav1.2","1","Var2"
-20,"Control",0.0465825763002404,0.0193344751071026,57.1023270764914,0.00786746129991205,0.0852976913005688,"Nav1.2","1","Var2"
-20,"Veneno",0.0222593429162577,0.0190825854051061,57.1023270764914,-0.0159513912448613,0.0604700770773766,"Nav1.2","1","Var2"
-15,"Control",0.0250990950278249,0.0192556693242044,57.1023270764914,-0.0134582202427102,0.0636564102983599,"Nav1.2","1","Var2"
-15,"Veneno",0.00740524896161741,0.0190280524950062,57.1023270764914,-0.0306962891714674,0.0455067870947022,"Nav1.2","1","Var2"
-10,"Control",0.0162577728493153,0.0196081406390014,57.1023270764914,-0.0230053266440182,0.0555208723426489,"Nav1.2","1","Var2"
-10,"Veneno",-0.00188822474724894,0.0193786271820788,57.1023270764914,-0.0406917493191192,0.0369152998246213,"Nav1.2","1","Var2"
-5,"Control",0.0104139638106258,0.0199333574174031,57.1023270764914,-0.0295003457572565,0.0503282733785082,"Nav1.2","1","Var2"
-5,"Veneno",-0.000898537611669039,0.0196491184965415,57.1023270764914,-0.0402436906626164,0.0384466154392783,"Nav1.2","1","Var2"
0,"Control",0.00380604978733569,0.0264160958641029,57.1023270764914,-0.049089215461564,0.0567013150362354,"Nav1.2","1","Var2"
0,"Veneno",-0.000795187805435337,0.0262778141117084,57.1023270764914,-0.0534135593752078,0.0518231837643371,"Nav1.2","1","Var2"
-90,"Control",-0.117503267163505,0.340816981018928,167.416437867495,-0.790356119044266,0.555349584717255,"Nav1.2","2","Corriente"
-90,"Veneno",-0.0779897645064472,0.343668160627602,167.416437867495,-0.756471515291204,0.600491986278309,"Nav1.2","2","Corriente"
-85,"Control",-0.125305929433317,0.295512898540757,167.416437867495,-0.708717870810897,0.458106011944263,"Nav1.2","2","Corriente"
-85,"Veneno",-0.088486116483495,0.296511506088073,167.416437867495,-0.673869543947573,0.496897310980583,"Nav1.2","2","Corriente"
-80,"Control",-0.116661423081994,0.294590356045955,167.416437867495,-0.698252048670809,0.464929202506821,"Nav1.2","2","Corriente"
-80,"Veneno",-0.0910319463245941,0.29742841022492,167.416437867495,-0.678225558133168,0.49616166548398,"Nav1.2","2","Corriente"
-75,"Control",-0.0912241675658249,0.292590994602955,167.416437867495,-0.668867583585324,0.486419248453675,"Nav1.2","2","Corriente"
-75,"Veneno",-0.0865591324732147,0.294541252526119,167.416437867495,-0.668052816168875,0.494934551222445,"Nav1.2","2","Corriente"
-70,"Control",-0.0601050297528398,0.292954628388198,167.416437867495,-0.638466344360343,0.518256284854663,"Nav1.2","2","Corriente"
-70,"Veneno",-0.0845505049219414,0.295229114007715,167.416437867495,-0.667402188909158,0.498301179065276,"Nav1.2","2","Corriente"
-65,"Control",-0.0275963257076732,0.291661410581438,167.416437867495,-0.603404524309101,0.548211872893755,"Nav1.2","2","Corriente"
-65,"Veneno",-0.088314578034665,0.293806425573331,167.416437867495,-0.668357540556327,0.491728384486997,"Nav1.2","2","Corriente"
-60,"Control",-0.000133165918633234,0.291992185801715,167.416437867495,-0.576594392575263,0.576328060737997,"Nav1.2","2","Corriente"
-60,"Veneno",-0.087912622264303,0.294342536369832,167.416437867495,-0.669013993546208,0.493188749017602,"Nav1.2","2","Corriente"
-55,"Control",-0.0236614896279227,0.291863800135202,167.416437867495,-0.599869252793399,0.552546273537554,"Nav1.2","2","Corriente"
-55,"Veneno",-0.0860390864424798,0.294179735792791,167.416437867495,-0.666819051108369,0.494740878223409,"Nav1.2","2","Corriente"
-50,"Control",-0.191831386571792,0.291707042056939,167.416437867495,-0.767729672434526,0.384066899290942,"Nav1.2","2","Corriente"
-50,"Veneno",-0.141645308031793,0.293979092936767,167.416437867495,-0.72202915652565,0.438738540462064,"Nav1.2","2","Corriente"
-45,"Control",-0.583143913986624,0.292069117404244,167.416437867495,-1.15975702171446,-0.00653080625878955,"Nav1.2","2","Corriente"
-45,"Veneno",-0.371529243314558,0.29444786647593,167.416437867495,-0.95283856099064,0.209780074361524,"Nav1.2","2","Corriente"
-40,"Control",-1.17136870969532,0.291565787925071,167.416437867495,-1.74698812669071,-0.59574929269993,"Nav1.2","2","Corriente"
-40,"Veneno",-0.87060911038766,0.293795076518345,167.416437867495,-1.45062966720644,-0.290588553568878,"Nav1.2","2","Corriente"
-35,"Control",-1.80416154686054,0.292129601277141,167.416437867495,-2.38089406397416,-1.22742902974691,"Nav1.2","2","Corriente"
-35,"Veneno",-1.60167198364274,0.294528941073033,167.416437867495,-2.1831413616354,-1.02020260565009,"Nav1.2","2","Corriente"
-30,"Control",-2.28685271690164,0.291573540696243,167.416437867495,-2.86248743969013,-1.71121799411316,"Nav1.2","2","Corriente"
-30,"Veneno",-2.36770986451964,0.29380492174893,167.416437867495,-2.94774985813836,-1.78766987090092,"Nav1.2","2","Corriente"
-25,"Control",-2.50154452168153,0.292054667447942,167.416437867495,-3.07812910179821,-1.92495994156484,"Nav1.2","2","Corriente"
-25,"Veneno",-2.92063278827732,0.294431681630567,167.416437867495,-3.50191015326334,-2.33935542329129,"Nav1.2","2","Corriente"
-20,"Control",-2.45803904018638,0.291701462183222,167.416437867495,-3.03392631006648,-1.88215177030628,"Nav1.2","2","Corriente"
-20,"Veneno",-3.12277079700216,0.293971447967309,167.416437867495,-3.70313955252886,-2.54240204147547,"Nav1.2","2","Corriente"
-15,"Control",-2.24748645031478,0.291887938662348,167.416437867495,-2.82374186860819,-1.67123103202138,"Nav1.2","2","Corriente"
-15,"Veneno",-3.01566363506825,0.294214471435962,167.416437867495,-3.59651217606064,-2.43481509407585,"Nav1.2","2","Corriente"
-10,"Control",-1.96214056987412,0.291887938660838,167.416437867495,-2.53839598816454,-1.38588515158369,"Nav1.2","2","Corriente"
-10,"Veneno",-2.74393497083329,0.294214471434016,167.416437867495,-3.32478351182184,-2.16308642984473,"Nav1.2","2","Corriente"
-5,"Control",-1.65599168326757,0.29170146218294,167.416437867495,-2.23187895314712,-1.08010441338803,"Nav1.2","2","Corriente"
-5,"Veneno",-2.42729330475734,0.293971447966948,167.416437867495,-3.00766206028332,-1.84692454923135,"Nav1.2","2","Corriente"
0,"Control",-1.35693545130762,0.292054667447018,167.416437867495,-1.93352003142248,-0.780350871192758,"Nav1.2","2","Corriente"
0,"Veneno",-2.10566000111929,0.294431681629375,167.416437867495,-2.68693736610297,-1.52438263613562,"Nav1.2","2","Corriente"
5,"Control",-1.08793965658622,0.291573540696356,167.416437867495,-1.66357437937493,-0.512304933797517,"Nav1.2","2","Corriente"
5,"Veneno",-1.77796380146224,0.293804921749075,167.416437867495,-2.35800379508125,-1.19792380784324,"Nav1.2","2","Corriente"
10,"Control",-0.865791881550856,0.292129601278321,167.416437867495,-1.44252439866681,-0.289059364434899,"Nav1.2","2","Corriente"
10,"Veneno",-1.45378990834697,0.294528941074555,167.416437867495,-2.03525928634263,-0.872320530351314,"Nav1.2","2","Corriente"
15,"Control",-0.688676289774798,0.29156578792519,167.416437867495,-1.26429570677043,-0.11305687277917,"Nav1.2","2","Corriente"
15,"Veneno",-1.15434714210397,0.293795076518498,167.416437867495,-1.73436769892305,-0.574326585284883,"Nav1.2","2","Corriente"
20,"Control",-0.538150585962237,0.292069117405225,167.416437867495,-1.11476369369201,0.0384625217675342,"Nav1.2","2","Corriente"
20,"Veneno",-0.886179639616894,0.294447866477196,167.416437867495,-1.46748895729547,-0.304870321938314,"Nav1.2","2","Corriente"
25,"Control",-0.39742563076263,0.291707042055746,167.416437867495,-0.973323916623009,0.178472655097749,"Nav1.2","2","Corriente"
25,"Veneno",-0.640941330139475,0.293979092935228,167.416437867495,-1.22132517863029,-0.0605574816486568,"Nav1.2","2","Corriente"
30,"Control",-0.265402880804111,0.29186380013516,167.416437867495,-0.841610643969505,0.310804882361283,"Nav1.2","2","Corriente"
30,"Veneno",-0.420783997568931,0.294179735792737,167.416437867495,-1.00156396223471,0.159995967096851,"Nav1.2","2","Corriente"
35,"Control",-0.152755132234616,0.291992185800214,167.416437867495,-0.729216358888285,0.423706094419052,"Nav1.2","2","Corriente"
35,"Veneno",-0.245054051555385,0.294342536367898,167.416437867495,-0.826155422833472,0.336047319722702,"Nav1.2","2","Corriente"
40,"Control",-0.067982273799172,0.29166141058187,167.416437867495,-0.643790472401452,0.507825924803108,"Nav1.2","2","Corriente"
40,"Veneno",-0.125126119567258,0.293806425573881,167.416437867495,-0.705169082090006,0.454916842955489,"Nav1.2","2","Corriente"
45,"Control",-0.00926663098674037,0.292954628389525,167.416437867495,-0.587627945596864,0.569094683623383,"Nav1.2","2","Corriente"
45,"Veneno",-0.0459134615281168,0.29522911400943,167.416437867495,-0.628765145518719,0.536938222462485,"Nav1.2","2","Corriente"
50,"Control",0.0327391518274056,0.292590994603093,167.416437867495,-0.544904264192367,0.610382567847178,"Nav1.2","2","Corriente"
50,"Veneno",0.0170209543936916,0.2945412525263,167.416437867495,-0.564472729302327,0.59851463808971,"Nav1.2","2","Corriente"
55,"Control",0.067828732612258,0.294590356046807,167.416437867495,-0.513761892978239,0.649419358202755,"Nav1.2","2","Corriente"
55,"Veneno",0.0703412070664357,0.297428410226023,167.416437867495,-0.516852404744315,0.657534818877186,"Nav1.2","2","Corriente"
60,"Control",0.10195217955479,0.295512898539714,167.416437867495,-0.481459761820729,0.685364120930309,"Nav1.2","2","Corriente"
60,"Veneno",0.105565398641925,0.296511506086716,167.416437867495,-0.479818028819474,0.690948826103325,"Nav1.2","2","Corriente"
65,"Control",0.136846025903526,0.3408169810187,167.416437867495,-0.536006825976784,0.809698877783837,"Nav1.2","2","Corriente"
65,"Veneno",0.123733659353832,0.343668160627311,167.416437867495,-0.554748091430351,0.802215410138015,"Nav1.2","2","Corriente"
-90,"Control",0.0210770017756745,0.067576103710269,94.6005094051313,-0.113085833402949,0.155239836954298,"Nav1.2","2","Var1"
-90,"Veneno",0.0112141461656661,0.0669580449369679,94.6005094051313,-0.121721620378035,0.144149912709367,"Nav1.2","2","Var1"
-85,"Control",0.0242369204256571,0.0522178517515928,94.6005094051313,-0.0794342688451461,0.12790810969646,"Nav1.2","2","Var1"
-85,"Veneno",0.0110992735747024,0.0513657884722512,94.6005094051313,-0.0908802640761999,0.113078811225605,"Nav1.2","2","Var1"
-80,"Control",0.0261210124377867,0.0518576568305521,94.6005094051313,-0.0768350605541769,0.12907708542975,"Nav1.2","2","Var1"
-80,"Veneno",0.0121111965461071,0.0509768810958001,94.6005094051313,-0.0890962202901612,0.113318613382375,"Nav1.2","2","Var1"
-75,"Control",0.0253546409223692,0.0512203259934424,94.6005094051313,-0.0763361014666344,0.127045383311373,"Nav1.2","2","Var1"
-75,"Veneno",0.0141799498120366,0.0504260100943909,94.6005094051313,-0.0859337902463634,0.114293689870437,"Nav1.2","2","Var1"
-70,"Control",0.0217804316186139,0.0511442134013025,94.6005094051313,-0.0797591999398798,0.123320063177108,"Nav1.2","2","Var1"
-70,"Veneno",0.0165043797417467,0.0502719419073705,94.6005094051313,-0.0833034796332965,0.11631223911679,"Nav1.2","2","Var1"
-65,"Control",0.0154156304953846,0.0512002632042219,94.6005094051313,-0.0862352800516568,0.117066541042426,"Nav1.2","2","Var1"
-65,"Veneno",0.0182706494544549,0.0502940643871633,94.6005094051313,-0.0815811309880549,0.118122429896965,"Nav1.2","2","Var1"
-60,"Control",0.00674486469826823,0.051097151266825,94.6005094051313,-0.0947013316213706,0.108191061017907,"Nav1.2","2","Var1"
-60,"Veneno",0.0178901063055572,0.0502079506446283,94.6005094051313,-0.0817907074310905,0.117570920042205,"Nav1.2","2","Var1"
-55,"Control",-0.000574399509589098,0.0510232945133996,94.6005094051313,-0.101873963648729,0.100725164629551,"Nav1.2","2","Var1"
-55,"Veneno",0.0169956622071226,0.0501466823550118,94.6005094051313,-0.082563511970714,0.116554836384959,"Nav1.2","2","Var1"
-50,"Control",0.0161602998266423,0.0511043516325849,94.6005094051313,-0.0853001918049725,0.117620791458257,"Nav1.2","2","Var1"
-50,"Veneno",0.0231287647788228,0.0502136916771984,94.6005094051313,-0.0765634469693137,0.122820976526959,"Nav1.2","2","Var1"
-45,"Control",0.107574453790135,0.051177302147514,94.6005094051313,0.00596912918690354,0.209179778393367,"Nav1.2","2","Var1"
-45,"Veneno",0.0572521447552112,0.0502741722621598,94.6005094051313,-0.0425601426750995,0.157064432185522,"Nav1.2","2","Var1"
-40,"Control",0.306869061608697,0.0511043516325864,94.6005094051313,0.205408569977079,0.408329553240315,"Nav1.2","2","Var1"
-40,"Veneno",0.163912034514334,0.0502136916771997,94.6005094051313,0.0642198227661946,0.263604246262473,"Nav1.2","2","Var1"
-35,"Control",0.576802059967375,0.0510232945133988,94.6005094051313,0.475502495828237,0.678101624106514,"Nav1.2","2","Var1"
-35,"Veneno",0.36908561096495,0.0501466823550108,94.6005094051313,0.269526436787116,0.468644785142785,"Nav1.2","2","Var1"
-30,"Control",0.825739661085753,0.0510971512668257,94.6005094051313,0.724293464766113,0.927185857405393,"Nav1.2","2","Var1"
-30,"Veneno",0.621800687057544,0.0502079506446289,94.6005094051313,0.522119873320895,0.721481500794193,"Nav1.2","2","Var1"
-25,"Control",0.975974919276591,0.0512002632042253,94.6005094051313,0.874324008729543,1.07762582982364,"Nav1.2","2","Var1"
-25,"Veneno",0.831881056779335,0.0502940643871663,94.6005094051313,0.732029276336819,0.931732837221851,"Nav1.2","2","Var1"
-20,"Control",1.02149684777263,0.0511442134013036,94.6005094051313,0.919957216214131,1.12303647933112,"Nav1.2","2","Var1"
-20,"Veneno",0.952111211725811,0.0502719419073717,94.6005094051313,0.852303352350766,1.05191907110086,"Nav1.2","2","Var1"
-15,"Control",1.00918701867495,0.0512203259934438,94.6005094051313,0.90749627628594,1.11087776106395,"Nav1.2","2","Var1"
-15,"Veneno",0.992461464347561,0.050426010094392,94.6005094051313,0.892347724289158,1.09257520440596,"Nav1.2","2","Var1"
-10,"Control",0.969481339371911,0.0518576568305513,94.6005094051313,0.866525266379949,1.07243741236387,"Nav1.2","2","Var1"
-10,"Veneno",0.986322922595325,0.0509768810957985,94.6005094051313,0.885115505759059,1.08753033943159,"Nav1.2","2","Var1"
-5,"Control",0.907692914399427,0.0522178517515904,94.6005094051313,0.804021725128629,1.01136410367023,"Nav1.2","2","Var1"
-5,"Veneno",0.959236182982562,0.0513657884722488,94.6005094051313,0.857256645331664,1.06121572063346,"Nav1.2","2","Var1"
0,"Control",0.834225313844046,0.0675761037102765,94.6005094051313,0.700062478665408,0.968388149022684,"Nav1.2","2","Var1"
0,"Veneno",0.922441761453116,0.0669580449369736,94.6005094051313,0.789505994909403,1.05537752799683,"Nav1.2","2","Var1"
-90,"Control",0.945871350826455,0.0247410780990647,92.1022329580332,0.896734160860292,0.995008540792619,"Nav1.2","2","Var2"
-90,"Veneno",0.978510297202611,0.0246974314241484,92.1022329580332,0.929459792018257,1.02756080238696,"Nav1.2","2","Var2"
-85,"Control",0.954361860245795,0.0204380120582252,92.1022329580332,0.913770804471483,0.994952916020107,"Nav1.2","2","Var2"
-85,"Veneno",0.978459733067597,0.020358087869165,92.1022329580332,0.938027411283979,1.01889205485121,"Nav1.2","2","Var2"
-80,"Control",0.967499369219276,0.0202573513906106,92.1022329580332,0.927267115818428,1.00773162262012,"Nav1.2","2","Var2"
-80,"Veneno",0.982245840190901,0.020192343758385,92.1022329580332,0.942142695649461,1.02234898473234,"Nav1.2","2","Var2"
-75,"Control",0.977149746453564,0.0200410248415911,92.1022329580332,0.937347129897615,1.01695236300951,"Nav1.2","2","Var2"
-75,"Veneno",0.986173123012005,0.0199774043434137,92.1022329580332,0.946496860388256,1.02584938563575,"Nav1.2","2","Var2"
-70,"Control",0.968124910975378,0.0200806622052795,92.1022329580332,0.928243572358025,1.00800624959273,"Nav1.2","2","Var2"
-70,"Veneno",0.985386828048337,0.0200101182660648,92.1022329580332,0.945645593711334,1.02512806238534,"Nav1.2","2","Var2"
-65,"Control",0.923880956036378,0.0201157562451019,92.1022329580332,0.883929918657535,0.963831993415221,"Nav1.2","2","Var2"
-65,"Veneno",0.970858082579616,0.0200432756045347,92.1022329580332,0.931050995880293,1.01066516927894,"Nav1.2","2","Var2"
-60,"Control",0.829835782235963,0.0200691308341591,92.1022329580332,0.7899773455783,0.869694218893626,"Nav1.2","2","Var2"
-60,"Veneno",0.932128129921793,0.0199988476928663,92.1022329580332,0.892409279584956,0.971846980258629,"Nav1.2","2","Var2"
-55,"Control",0.688836338043932,0.0200362038229525,92.1022329580332,0.649043296305528,0.728629379782335,"Nav1.2","2","Var2"
-55,"Veneno",0.857656735191266,0.0199674528363645,92.1022329580332,0.818000236827198,0.897313233555335,"Nav1.2","2","Var2"
-50,"Control",0.529055791180338,0.0200727246724599,92.1022329580332,0.489190216955161,0.568921365405514,"Nav1.2","2","Var2"
-50,"Veneno",0.734093325084123,0.020002251243271,92.1022329580332,0.69436771510237,0.773818935065876,"Nav1.2","2","Var2"
-45,"Control",0.387623700712219,0.0201055118860784,92.1022329580332,0.347693009213754,0.427554392210684,"Nav1.2","2","Var2"
-45,"Veneno",0.574503783629208,0.0200334933796459,92.1022329580332,0.534716124985555,0.61429144227286,"Nav1.2","2","Var2"
-40,"Control",0.286265930600984,0.0200727246724606,92.1022329580332,0.246400356375806,0.326131504826162,"Nav1.2","2","Var2"
-40,"Veneno",0.415140725715392,0.0200022512432717,92.1022329580332,0.375415115733638,0.454866335697147,"Nav1.2","2","Var2"
-35,"Control",0.219795773299188,0.020036203822952,92.1022329580332,0.180002731560786,0.259588815037591,"Nav1.2","2","Var2"
-35,"Veneno",0.276175627073635,0.0199674528363643,92.1022329580332,0.236519128709567,0.315832125437703,"Nav1.2","2","Var2"
-30,"Control",0.169398237879481,0.0200691308341596,92.1022329580332,0.129539801221817,0.209256674537145,"Nav1.2","2","Var2"
-30,"Veneno",0.165489703600592,0.0199988476928667,92.1022329580332,0.125770853263754,0.205208553937429,"Nav1.2","2","Var2"
-25,"Control",0.124731717432747,0.0201157562451034,92.1022329580332,0.0847806800539011,0.164682754811593,"Nav1.2","2","Var2"
-25,"Veneno",0.0902213537985375,0.0200432756045363,92.1022329580332,0.0504142670992115,0.130028440497864,"Nav1.2","2","Var2"
-20,"Control",0.0851917428126789,0.02008066220528,92.1022329580332,0.045310404195325,0.125073081430033,"Nav1.2","2","Var2"
-20,"Veneno",0.045849984673253,0.0200101182660651,92.1022329580332,0.00610875033624954,0.0855912190102565,"Nav1.2","2","Var2"
-15,"Control",0.0510890117404748,0.0200410248415916,92.1022329580332,0.0112863951845249,0.0908916282964247,"Nav1.2","2","Var2"
-15,"Veneno",0.0210525231454743,0.0199774043434143,92.1022329580332,-0.0186237394782758,0.0607287857692244,"Nav1.2","2","Var2"
-10,"Control",0.0245840195830067,0.0202573513906102,92.1022329580332,-0.015648233817841,0.0648162729838544,"Nav1.2","2","Var2"
-10,"Veneno",0.00625570737984153,0.0201923437583847,92.1022329580332,-0.0338474371615975,0.0463588519212805,"Nav1.2","2","Var2"
-5,"Control",0.00779365501635992,0.0204380120582238,92.1022329580332,-0.0327974007579495,0.0483847107906693,"Nav1.2","2","Var2"
-5,"Veneno",-0.00200743226469579,0.0203580878691639,92.1022329580332,-0.0424397540483116,0.03842488951892,"Nav1.2","2","Var2"
0,"Control",-0.0026739511438928,0.0247410780990668,92.1022329580332,-0.0518111411100602,0.0464632388222746,"Nav1.2","2","Var2"
0,"Veneno",-0.00327842273848255,0.0246974314241506,92.1022329580332,-0.0523289279228406,0.0457720824458755,"Nav1.2","2","Var2"
-90,"Control",-0.109804225901836,0.120533904906775,138.426993326403,-0.348129840499859,0.128521388696186,"Nav1.4","1","Corriente"
-90,"Veneno",-0.0100357453871308,0.119463169716815,138.426993326403,-0.246244249265011,0.226172758490749,"Nav1.4","1","Corriente"
-85,"Control",-0.0976953916039053,0.110409694579085,138.426993326403,-0.316002915437071,0.120612132229261,"Nav1.4","1","Corriente"
-85,"Veneno",-0.00863267503315984,0.110069400117447,138.426993326403,-0.22626735178005,0.20900200171373,"Nav1.4","1","Corriente"
-80,"Control",-0.0862836024886523,0.109919517505019,138.426993326403,-0.303621923900898,0.131054718923594,"Nav1.4","1","Corriente"
-80,"Veneno",-0.00962714853098334,0.108927623067364,138.426993326403,-0.22500424706861,0.205749950006643,"Nav1.4","1","Corriente"
-75,"Control",-0.0749997231377434,0.109606904311521,138.426993326403,-0.291719930239918,0.141720483964431,"Nav1.4","1","Corriente"
-75,"Veneno",-0.0141573064532712,0.108721318951885,138.426993326403,-0.229126490262227,0.200811877355685,"Nav1.4","1","Corriente"
-70,"Control",-0.0626423874945937,0.109649685811594,138.426993326403,-0.279447184300438,0.154162409311251,"Nav1.4","1","Corriente"
-70,"Veneno",-0.0221004866541113,0.108774328599695,138.426993326403,-0.237174483767703,0.192973510459481,"Nav1.4","1","Corriente"
-65,"Control",-0.0492511939277367,0.109349379733098,138.426993326403,-0.265462210661655,0.166959822806182,"Nav1.4","1","Corriente"
-65,"Veneno",-0.0341736713389195,0.108532042738637,138.426993326403,-0.248768608831986,0.180421266154147,"Nav1.4","1","Corriente"
-60,"Control",-0.0368393518142366,0.109363393300662,138.426993326403,-0.253078076868937,0.179399373240464,"Nav1.4","1","Corriente"
-60,"Veneno",-0.0535531872496413,0.108484340761123,138.426993326403,-0.268053806027012,0.160947431527729,"Nav1.4","1","Corriente"
-55,"Control",-0.029423309017866,0.109329533559583,138.426993326403,-0.245595084913249,0.186748466877517,"Nav1.4","1","Corriente"
-55,"Veneno",-0.0852158673522364,0.108434275620772,138.426993326403,-0.29961749485115,0.129185760146677,"Nav1.4","1","Corriente"
-50,"Control",-0.0345282790387772,0.10929942643505,138.426993326403,-0.250640525634386,0.181583967556832,"Nav1.4","1","Corriente"
-50,"Veneno",-0.134085255880887,0.108406364676805,138.426993326403,-0.348431696477161,0.0802611847153869,"Nav1.4","1","Corriente"
-45,"Control",-0.0645741708144276,0.10936236960102,138.426993326403,-0.280810871759426,0.151662530130571,"Nav1.4","1","Corriente"
-45,"Veneno",-0.20356585541476,0.108446062072497,138.426993326403,-0.417990787670568,0.0108590768410479,"Nav1.4","1","Corriente"
-40,"Control",-0.132817658729993,0.109271011060674,138.426993326403,-0.348873721038141,0.0832384035781552,"Nav1.4","1","Corriente"
-40,"Veneno",-0.294125132119912,0.108386750530551,138.426993326403,-0.508432790653459,-0.0798174735863642,"Nav1.4","1","Corriente"
-35,"Control",-0.242849388435393,0.10937403749103,138.426993326403,-0.459109159711183,-0.026589617159603,"Nav1.4","1","Corriente"
-35,"Veneno",-0.400963893693424,0.10845286962487,138.426993326403,-0.6154022861794,-0.186525501207448,"Nav1.4","1","Corriente"
-30,"Control",-0.379846833736573,0.109275429531727,138.426993326403,-0.595911632464817,-0.163782035008328,"Nav1.4","1","Corriente"
