"Voltaje","Trat","emmean","SE","df","lower.CL","upper.CL","Channel","Concentration","Variable"
55,"Control",0.0157052843564121,0.147311127608006,233.43922093783,-0.274523894622315,0.305934463335139,"Nav1.7","1","Corriente"
55,"Veneno",0.0113818422773497,0.143880487152148,233.43922093783,-0.272088363506056,0.294852048060756,"Nav1.7","1","Corriente"
60,"Control",0.0429282386386233,0.148686640203238,233.43922093783,-0.250010945332063,0.33586742260931,"Nav1.7","1","Corriente"
60,"Veneno",0.052404946602868,0.147509608618428,233.43922093783,-0.238215275344797,0.343025168550533,"Nav1.7","1","Corriente"
65,"Control",0.0699142228534077,0.167238521119868,233.43922093783,-0.259575473318043,0.399403919024859,"Nav1.7","1","Corriente"
65,"Veneno",0.0905136907350747,0.161906877555485,233.43922093783,-0.228471717271426,0.409499098741575,"Nav1.7","1","Corriente"
-90,"Control",0.0320348024544944,0.0445165071942444,126.48691546268,-0.0560587686775406,0.120128373586529,"Nav1.7","1","Var1"
-90,"Veneno",0.027221400956973,0.0436757143400215,126.48691546268,-0.0592083279336301,0.113651129847576,"Nav1.7","1","Var1"
-85,"Control",0.0365488984424058,0.0411210934309345,126.48691546268,-0.044825499449562,0.117923296334374,"Nav1.7","1","Var1"
-85,"Veneno",0.0272754780575408,0.039453887564225,126.48691546268,-0.0507996915735514,0.105350647688633,"Nav1.7","1","Var1"
-80,"Control",0.033616921062613,0.0405658991932313,126.48691546268,-0.0466588047601875,0.113892646885413,"Nav1.7","1","Var1"
-80,"Veneno",0.028095691729215,0.0393440093823013,126.48691546268,-0.0497620403254537,0.105953423783884,"Nav1.7","1","Var1"
-75,"Control",0.0235172396175911,0.0403955746661471,126.48691546268,-0.0564214315531732,0.103455910788355,"Nav1.7","1","Var1"
-75,"Veneno",0.0309552129476024,0.0391619414381565,126.48691546268,-0.0465422254452478,0.108452651340453,"Nav1.7","1","Var1"
-70,"Control",0.013049482229224,0.0405319139644456,126.48691546268,-0.067158990334995,0.093257954793443,"Nav1.7","1","Var1"
-70,"Veneno",0.0374816478991195,0.0391671581730119,126.48691546268,-0.0400261138733493,0.114989409671588,"Nav1.7","1","Var1"
-65,"Control",0.00543079623010096,0.0406019374515251,126.48691546268,-0.0749162455846892,0.0857778380448911,"Nav1.7","1","Var1"
-65,"Veneno",0.0452244624706164,0.0391897785920454,126.48691546268,-0.0323280627754213,0.122776987716654,"Nav1.7","1","Var1"
-60,"Control",0.00816267618978591,0.0405120852468828,126.48691546268,-0.0720065573898143,0.0883319097693862,"Nav1.7","1","Var1"
-60,"Veneno",0.0472045352130241,0.0391571789623569,126.48691546268,-0.0302834787319739,0.124692549158022,"Nav1.7","1","Var1"
-55,"Control",0.0281365098816503,0.0404476910146233,126.48691546268,-0.0519052941614122,0.108178313924713,"Nav1.7","1","Var1"
-55,"Veneno",0.0438771919606023,0.0391340322774283,126.48691546268,-0.0335650170849607,0.121319401006165,"Nav1.7","1","Var1"
-50,"Control",0.0494371238529041,0.0405187075247844,126.48691546268,-0.0307452145308723,0.12961946223668,"Nav1.7","1","Var1"
-50,"Veneno",0.040168399294213,0.0391595852097012,126.48691546268,-0.0373243763658194,0.117661174954245,"Nav1.7","1","Var1"
-45,"Control",0.0571670736698135,0.0405826898565774,126.48691546268,-0.0231418791420088,0.137476026481636,"Nav1.7","1","Var1"
-45,"Veneno",0.0341116350160415,0.0391825605346539,126.48691546268,-0.0434266064397275,0.111649876471811,"Nav1.7","1","Var1"
-40,"Control",0.0607910454541801,0.0405187075247852,126.48691546268,-0.0193912929295977,0.140973383837958,"Nav1.7","1","Var1"
-40,"Veneno",0.0289872315661087,0.0391595852097017,126.48691546268,-0.0485055440939247,0.106480007226142,"Nav1.7","1","Var1"
-35,"Control",0.0741345448037944,0.0404476910146222,126.48691546268,-0.00590725923926581,0.154176348846855,"Nav1.7","1","Var1"
-35,"Veneno",0.0365048295394276,0.0391340322774279,126.48691546268,-0.0409373795061346,0.11394703858499,"Nav1.7","1","Var1"
-30,"Control",0.13301689671312,0.0405120852468837,126.48691546268,0.0528476631335184,0.213186130292722,"Nav1.7","1","Var1"
-30,"Veneno",0.0708005447856723,0.0391571789623571,126.48691546268,-0.00668746915932608,0.148288558730671,"Nav1.7","1","Var1"
-25,"Control",0.300167428923997,0.0406019374515274,126.48691546268,0.219820387109202,0.380514470738791,"Nav1.7","1","Var1"
-25,"Veneno",0.15709406627647,0.0391897785920464,126.48691546268,0.0795415410304303,0.23464659152251,"Nav1.7","1","Var1"
-20,"Control",0.567411903107724,0.040531913964446,126.48691546268,0.487203430543504,0.647620375671944,"Nav1.7","1","Var1"
-20,"Veneno",0.307276055200458,0.0391671581730123,126.48691546268,0.229768293427989,0.384783816972928,"Nav1.7","1","Var1"
-15,"Control",0.815418278661069,0.0403955746661473,126.48691546268,0.735479607490304,0.895356949831834,"Nav1.7","1","Var1"
-15,"Veneno",0.490962665212976,0.0391619414381565,126.48691546268,0.413465226820126,0.568460103605826,"Nav1.7","1","Var1"
-10,"Control",0.940469336504098,0.0405658991932324,126.48691546268,0.860193610681295,1.0207450623269,"Nav1.7","1","Var1"
-10,"Veneno",0.66283963968769,0.0393440093823014,126.48691546268,0.584981907633021,0.740697371742359,"Nav1.7","1","Var1"
-5,"Control",0.954946484955929,0.0411210934309327,126.48691546268,0.873572087063965,1.03632088284789,"Nav1.7","1","Var1"
-5,"Veneno",0.792119480619407,0.0394538875642237,126.48691546268,0.714044310988317,0.870194650250496,"Nav1.7","1","Var1"
0,"Control",0.927242891228468,0.0445165071942485,126.48691546268,0.839149320096425,1.01533646236051,"Nav1.7","1","Var1"
0,"Veneno",0.8801574171056,0.0436757143400235,126.48691546268,0.793727688214993,0.966587145996207,"Nav1.7","1","Var1"
-90,"Control",0.896571073751113,0.0304496397176463,132.684298160572,0.836341550227857,0.956800597274368,"Nav1.7","1","Var2"
-90,"Veneno",0.962356380638349,0.0296512099747292,132.684298160572,0.903706154716924,1.02100660655977,"Nav1.7","1","Var2"
-85,"Control",0.925676344713161,0.0242375149594976,132.684298160572,0.877734431740301,0.97361825768602,"Nav1.7","1","Var2"
-85,"Veneno",0.951487746868637,0.023567178948568,132.684298160572,0.90487176152294,0.998103732214334,"Nav1.7","1","Var2"
-80,"Control",0.947311862055015,0.0240225754054549,132.684298160572,0.899795100481198,0.994828623628833,"Nav1.7","1","Var2"
-80,"Veneno",0.940363241231654,0.0230758843948554,132.684298160572,0.894719038710123,0.986007443753184,"Nav1.7","1","Var2"
-75,"Control",0.950919297816752,0.0238674178477337,132.684298160572,0.903709438585926,0.998129157047578,"Nav1.7","1","Var2"
-75,"Veneno",0.92479182707256,0.0230310116842001,132.684298160572,0.879236382973364,0.970347271171757,"Nav1.7","1","Var2"
-70,"Control",0.928969242040944,0.023775983237786,132.684298160572,0.881940240877464,0.975998243204425,"Nav1.7","1","Var2"
-70,"Veneno",0.901692436857358,0.0229231069624927,132.684298160572,0.856350428780217,0.947034444934499,"Nav1.7","1","Var2"
-65,"Control",0.879763120278613,0.0237628794810242,132.684298160572,0.832760038404602,0.926766202152623,"Nav1.7","1","Var2"
-65,"Veneno",0.86574268586844,0.0228627198612195,132.684298160572,0.820520123747651,0.91096524798923,"Nav1.7","1","Var2"
-60,"Control",0.808627848484219,0.0237356320638332,132.684298160572,0.761678662123256,0.855577034845183,"Nav1.7","1","Var2"
-60,"Veneno",0.812697838805938,0.0228313005066732,132.684298160572,0.767537424308939,0.857858253302938,"Nav1.7","1","Var2"
-55,"Control",0.726918721312712,0.0237178341586224,132.684298160572,0.680004739287842,0.773832703337582,"Nav1.7","1","Var2"
-55,"Veneno",0.744100890152786,0.0228197984514203,132.684298160572,0.698963226772511,0.789238553533061,"Nav1.7","1","Var2"
-50,"Control",0.641257429879,0.0237373739231511,132.684298160572,0.594304798112516,0.688210061645483,"Nav1.7","1","Var2"
-50,"Veneno",0.660669084430549,0.0228311441429146,132.684298160572,0.615508979221764,0.705829189639334,"Nav1.7","1","Var2"
-45,"Control",0.549562799587919,0.023755051647737,132.684298160572,0.502575201203155,0.596550397972683,"Nav1.7","1","Var2"
-45,"Veneno",0.567232168576206,0.0228411928421509,132.684298160572,0.522052186995397,0.612412150157016,"Nav1.7","1","Var2"
-40,"Control",0.449437137460852,0.0237373739231514,132.684298160572,0.402484505694368,0.496389769227337,"Nav1.7","1","Var2"
-40,"Veneno",0.472936618811238,0.0228311441429148,132.684298160572,0.427776513602452,0.518096724020023,"Nav1.7","1","Var2"
-35,"Control",0.342803801826129,0.023717834158622,132.684298160572,0.29588981980126,0.389717783850998,"Nav1.7","1","Var2"
-35,"Veneno",0.380813913430729,0.0228197984514201,132.684298160572,0.335676250050454,0.425951576811003,"Nav1.7","1","Var2"
-30,"Control",0.241677671081443,0.0237356320638334,132.684298160572,0.194728484720479,0.288626857442408,"Nav1.7","1","Var2"
-30,"Veneno",0.295378978515214,0.0228313005066732,132.684298160572,0.250218564018215,0.340539393012213,"Nav1.7","1","Var2"
-25,"Control",0.167158847137565,0.0237628794810251,132.684298160572,0.120155765263553,0.214161929011577,"Nav1.7","1","Var2"
-25,"Veneno",0.224882986343923,0.02286271986122,132.684298160572,0.179660424223133,0.270105548464714,"Nav1.7","1","Var2"
-20,"Control",0.126325720486553,0.0237759832377865,132.684298160572,0.0792967193230706,0.173354721650035,"Nav1.7","1","Var2"
-20,"Veneno",0.171026716873437,0.022923106962493,132.684298160572,0.125684708796295,0.216368724950579,"Nav1.7","1","Var2"
-15,"Control",0.104771527368496,0.0238674178477338,132.684298160572,0.0575616681376696,0.151981386599322,"Nav1.7","1","Var2"
-15,"Veneno",0.13230751746406,0.0230310116842002,132.684298160572,0.0867520733648635,0.177862961563257,"Nav1.7","1","Var2"
-10,"Control",0.0897812320581866,0.0240225754054546,132.684298160572,0.0422644704843702,0.137297993632003,"Nav1.7","1","Var2"
-10,"Veneno",0.107486430231991,0.023075884394855,132.684298160572,0.0618422277104621,0.153130632753521,"Nav1.7","1","Var2"
-5,"Control",0.0784341992610553,0.0242375149594963,132.684298160572,0.0304922862881984,0.126376112233912,"Nav1.7","1","Var2"
-5,"Veneno",0.0940828686262012,0.0235671789485672,132.684298160572,0.0474668832805059,0.140698853971896,"Nav1.7","1","Var2"
0,"Control",0.068607808250278,0.0304496397176484,132.684298160572,0.00837828472701822,0.128837331773538,"Nav1.7","1","Var2"
0,"Veneno",0.0882075631307247,0.0296512099747302,132.684298160572,0.0295573372092979,0.146857789052152,"Nav1.7","1","Var2"
-90,"Control",-0.0453246851325455,0.0533627040922408,472.577529372973,-0.150182212077001,0.0595328418119099,"Nav1.7","2","Corriente"
-90,"Veneno",-0.0462791763458009,0.0521483658151007,472.577529372973,-0.148750532821931,0.0561921801303288,"Nav1.7","2","Corriente"
-85,"Control",-0.0219803126881835,0.0414112643827654,472.577529372973,-0.103353302394887,0.0593926770185201,"Nav1.7","2","Corriente"
-85,"Veneno",-0.0407571163613823,0.0404719866093896,472.577529372973,-0.120284428527835,0.0387701958050708,"Nav1.7","2","Corriente"
-80,"Control",-0.0265307966883551,0.0437289140702582,472.577529372973,-0.112457959926707,0.0593963665499973,"Nav1.7","2","Corriente"
-80,"Veneno",-0.0411375727709592,0.042038783136459,472.577529372973,-0.123743634634386,0.0414684890924673,"Nav1.7","2","Corriente"
-75,"Control",-0.0468404755707389,0.0410944119508105,472.577529372973,-0.127590851356609,0.0339099002151317,"Nav1.7","2","Corriente"
-75,"Veneno",-0.0461807482089662,0.0403177811549901,472.577529372973,-0.125405047196745,0.0330435507788122,"Nav1.7","2","Corriente"
-70,"Control",-0.04541020631994,0.0427880205919297,472.577529372973,-0.12948851716346,0.0386681045235796,"Nav1.7","2","Corriente"
-70,"Veneno",-0.0480952575366802,0.0411391069430016,472.577529372973,-0.128933458825918,0.0327429437525582,"Nav1.7","2","Corriente"
-65,"Control",-0.0177470491730741,0.0416551306571383,472.577529372973,-0.0995992352561776,0.0641051369100295,"Nav1.7","2","Corriente"
-65,"Veneno",-0.0424516608087551,0.0405229419593705,472.577529372973,-0.122079100059742,0.0371757784422317,"Nav1.7","2","Corriente"
-60,"Control",-0.0032779389793798,0.0422969925850285,472.577529372973,-0.0863913815063477,0.0798355035475881,"Nav1.7","2","Corriente"
-60,"Veneno",-0.0337960337299649,0.0408592906775843,472.577529372973,-0.11408439703611,0.0464923295761798,"Nav1.7","2","Corriente"
-55,"Control",-0.0241081986786347,0.042063515083458,472.577529372973,-0.106762858731432,0.058546461374163,"Nav1.7","2","Corriente"
-55,"Veneno",-0.0283830212982463,0.0407516533469017,472.577529372973,-0.108459877625982,0.0516938350294895,"Nav1.7","2","Corriente"
-50,"Control",-0.0425892254220273,0.0419399991042582,472.577529372973,-0.125001177007604,0.0398227261635491,"Nav1.7","2","Corriente"
-50,"Veneno",-0.0249126413611575,0.0406586975659091,472.577529372973,-0.104806839904287,0.0549815571819724,"Nav1.7","2","Corriente"
-45,"Control",-0.0155882324066699,0.0423289879466482,472.577529372973,-0.0987645457073403,0.0675880808940006,"Nav1.7","2","Corriente"
-45,"Veneno",-0.0206299600445436,0.040900597489369,472.577529372973,-0.100999491091405,0.059739571002318,"Nav1.7","2","Corriente"
-40,"Control",0.0140157045635456,0.0417535861494651,472.577529372973,-0.0680299462177044,0.0960613553447956,"Nav1.7","2","Corriente"
-40,"Veneno",-0.0305000234029076,0.0405562781070381,472.577529372973,-0.110192968067493,0.0491929212616775,"Nav1.7","2","Corriente"
-35,"Control",-0.0790816032290078,0.0424154378137596,472.577529372973,-0.162427790216257,0.00426458375824164,"Nav1.7","2","Corriente"
-35,"Veneno",-0.0933713357288402,0.0409471256590036,472.577529372973,-0.173832294466336,-0.0129103769913446,"Nav1.7","2","Corriente"
-30,"Control",-0.377819794694707,0.0417534984364929,472.577529372973,-0.459865273120273,-0.295774316269141,"Nav1.7","2","Corriente"
-30,"Veneno",-0.245251852808233,0.0405594587800997,472.577529372973,-0.324951047484262,-0.165552658132204,"Nav1.7","2","Corriente"
-25,"Control",-0.809090835120935,0.0423309421378592,472.577529372973,-0.892270988400502,-0.725910681841368,"Nav1.7","2","Corriente"
-25,"Veneno",-0.477038266321849,0.0408961302506564,472.577529372973,-0.557399019260262,-0.396677513383437,"Nav1.7","2","Corriente"
-20,"Control",-1.17739658713081,0.0419055222238068,472.577529372973,-1.25974079176685,-1.09505238249476,"Nav1.7","2","Corriente"
-20,"Veneno",-0.720709718416081,0.0406486479432745,472.577529372973,-0.800584169485875,-0.640835267346287,"Nav1.7","2","Corriente"
-15,"Control",-1.31878197396212,0.0421310329460385,472.577529372973,-1.40156930637879,-1.23599464154544,"Nav1.7","2","Corriente"
-15,"Veneno",-0.886903961527593,0.0407795616590923,472.577529372973,-0.967035657591195,-0.806772265463992,"Nav1.7","2","Corriente"
-10,"Control",-1.2166174362066,0.0421310329444197,472.577529372973,-1.2994047686201,-1.13383010379311,"Nav1.7","2","Corriente"
-10,"Veneno",-0.924854568660422,0.0407795616580938,472.577529372973,-1.00498626472206,-0.844722872598783,"Nav1.7","2","Corriente"
-5,"Control",-0.975102557033666,0.0419055222235004,472.577529372973,-1.05744676166911,-0.892758352398221,"Nav1.7","2","Corriente"
-5,"Veneno",-0.850407399073158,0.0406486479430871,472.577529372973,-0.930281850142583,-0.770532948003732,"Nav1.7","2","Corriente"
0,"Control",-0.706925478009743,0.042330942136872,472.577529372973,-0.79010563128737,-0.623745324732116,"Nav1.7","2","Corriente"
0,"Veneno",-0.719944472858375,0.0408961302500465,472.577529372973,-0.800305225795589,-0.639583719921161,"Nav1.7","2","Corriente"
5,"Control",-0.463025099636586,0.0417534984366087,472.577529372973,-0.545070578062379,-0.380979621210791,"Nav1.7","2","Corriente"
5,"Veneno",-0.582071670265639,0.0405594587801724,472.577529372973,-0.661770864941811,-0.502372475589467,"Nav1.7","2","Corriente"
10,"Control",-0.251584472751735,0.0424154378150177,472.577529372973,-0.334930659741457,-0.168238285762013,"Nav1.7","2","Corriente"
10,"Veneno",-0.45442612743976,0.0409471256597813,472.577529372973,-0.534887086178784,-0.373965168700736,"Nav1.7","2","Corriente"
15,"Control",-0.084219298375314,0.0417535861495939,472.577529372973,-0.166264949156817,-0.00217364759381077,"Nav1.7","2","Corriente"
15,"Veneno",-0.336985292047355,0.0405562781071179,472.577529372973,-0.416678236712097,-0.257292347382613,"Nav1.7","2","Corriente"
20,"Control",0.019236845583563,0.0423289879476919,472.577529372973,-0.0639394677191584,0.102413158886284,"Nav1.7","2","Corriente"
20,"Veneno",-0.233144900067647,0.0409005974900127,472.577529372973,-0.313514431115773,-0.15277536901952,"Nav1.7","2","Corriente"
25,"Control",0.0595095192025164,0.0419399991029821,472.577529372973,-0.0229024323805524,0.141921470785585,"Nav1.7","2","Corriente"
25,"Veneno",-0.151438541830373,0.0406586975651216,472.577529372973,-0.231332740371955,-0.0715443432887904,"Nav1.7","2","Corriente"
30,"Control",0.0674716261412936,0.0420635150834128,472.577529372973,-0.0151830339114152,0.150126286194002,"Nav1.7","2","Corriente"
30,"Veneno",-0.0933572934424519,0.0407516533468736,472.577529372973,-0.173434149770133,-0.0132804371147713,"Nav1.7","2","Corriente"
35,"Control",0.0771324398991353,0.0422969925834277,472.577529372973,-0.00598100262468708,0.160245882422958,"Nav1.7","2","Corriente"
35,"Veneno",-0.0498000285461227,0.0408592906765966,472.577529372973,-0.130088391850327,0.0304883347580812,"Nav1.7","2","Corriente"
40,"Control",0.0972780662192659,0.0416551306575693,472.577529372973,0.0154258801353154,0.179130252303216,"Nav1.7","2","Corriente"
40,"Veneno",-0.0117240292966402,0.0405229419596432,472.577529372973,-0.0913514685481628,0.0679034099548824,"Nav1.7","2","Corriente"
45,"Control",0.115359788225839,0.0427880205933556,472.577529372973,0.0312814773795177,0.199438099072161,"Nav1.7","2","Corriente"
45,"Veneno",0.0212081835754065,0.041139106943883,472.577529372973,-0.0596300177155637,0.102046384866377,"Nav1.7","2","Corriente"
50,"Control",0.122931915609018,0.0410944119509647,472.577529372973,0.0421815398228447,0.203682291395192,"Nav1.7","2","Corriente"
50,"Veneno",0.045629114096149,0.0403177811550841,472.577529372973,-0.033595184891814,0.124853413084112,"Nav1.7","2","Corriente"
55,"Control",0.12821000717247,0.0437289140711899,472.577529372973,0.0422828439322871,0.214137170412653,"Nav1.7","2","Corriente"
55,"Veneno",0.0637523491683688,0.0420387831370307,472.577529372973,-0.018853712696181,0.146358411032919,"Nav1.7","2","Corriente"
60,"Control",0.143719650546644,0.0414112643815896,472.577529372973,0.062346660842251,0.225092640251037,"Nav1.7","2","Corriente"
60,"Veneno",0.0824537538353046,0.0404719866086807,472.577529372973,0.00292644167024432,0.161981066000365,"Nav1.7","2","Corriente"
65,"Control",0.169923487398813,0.0533627040920047,472.577529372973,0.0650659604548216,0.274781014342805,"Nav1.7","2","Corriente"
65,"Veneno",0.104616668499551,0.0521483658149618,472.577529372973,0.00214531202369418,0.207088024975408,"Nav1.7","2","Corriente"
-90,"Control",0.00739843755004983,0.0288064364931143,270.020427571938,-0.0493153390587446,0.0641122141588442,"Nav1.7","2","Var1"
-90,"Veneno",0.0185010987223879,0.028436122359187,270.020427571938,-0.0374836077332255,0.0744858051780014,"Nav1.7","2","Var1"
-85,"Control",0.00714526411989231,0.0251382841488209,270.020427571938,-0.0423466968828305,0.0566372251226151,"Nav1.7","2","Var1"
-85,"Veneno",0.0164063667003753,0.0240145239410837,270.020427571938,-0.0308731482957512,0.0636858816965019,"Nav1.7","2","Var1"
-80,"Control",0.00879134345998234,0.024073710931429,270.020427571938,-0.0386046981932818,0.0561873851132465,"Nav1.7","2","Var1"
-80,"Veneno",0.0170574046728031,0.0233421826096627,270.020427571938,-0.028898412541955,0.0630132218875611,"Nav1.7","2","Var1"
-75,"Control",0.00721998555013199,0.023863068566021,270.020427571938,-0.0397613458678362,0.0542013169681002,"Nav1.7","2","Var1"
-75,"Veneno",0.0185359976156799,0.0231054752340099,270.020427571938,-0.0269537928752368,0.0640257881065966,"Nav1.7","2","Var1"
-70,"Control",0.00730915248424446,0.0241186856258385,270.020427571938,-0.0401754348234744,0.0547937397919633,"Nav1.7","2","Var1"
-70,"Veneno",0.0192602776882231,0.0232752911860498,270.020427571938,-0.0265638444709269,0.0650843998473732,"Nav1.7","2","Var1"
-65,"Control",0.00771077213471301,0.0242519062415321,270.020427571938,-0.0400360983693303,0.0554576426387563,"Nav1.7","2","Var1"
-65,"Veneno",0.0191484118314267,0.0233624690193506,270.020427571938,-0.0268473450304135,0.0651441686932669,"Nav1.7","2","Var1"
-60,"Control",0.00538308676788901,0.0240849143225364,270.020427571938,-0.0420350119912819,0.05280118552706,"Nav1.7","2","Var1"
-60,"Veneno",0.0177027688837909,0.0232500939067483,270.020427571938,-0.0280717451653871,0.0634772829329689,"Nav1.7","2","Var1"
-55,"Control",0.00614802597963255,0.0239634818943392,270.020427571938,-0.0410309980294393,0.0533270499887044,"Nav1.7","2","Var1"
-55,"Veneno",0.0156169431622631,0.0231695559660822,270.020427571938,-0.0299990087274974,0.0612328950520236,"Nav1.7","2","Var1"
-50,"Control",0.00505138835131369,0.0240962800875296,270.020427571938,-0.042389087193579,0.0524918638962064,"Nav1.7","2","Var1"
-50,"Veneno",0.0146203598545222,0.0232584985899499,270.020427571938,-0.0311707012370392,0.0604114209460835,"Nav1.7","2","Var1"
-45,"Control",0.00332446153934168,0.0242158518539414,270.020427571938,-0.0443514255064015,0.0510003485850848,"Nav1.7","2","Var1"
-45,"Veneno",0.0166758971259591,0.0233384327733574,270.020427571938,-0.0292725374547619,0.0626243317066801,"Nav1.7","2","Var1"
-40,"Control",0.00588096915453012,0.024096280087531,270.020427571938,-0.0415595063903654,0.0533214446994256,"Nav1.7","2","Var1"
-40,"Veneno",0.0256118140764249,0.0232584985899514,270.020427571938,-0.0201792470151393,0.071402875167989,"Nav1.7","2","Var1"
-35,"Control",0.0323928058369356,0.0239634818943385,270.020427571938,-0.0147862181721349,0.079571829846006,"Nav1.7","2","Var1"
-35,"Veneno",0.0614133892808729,0.0231695559660817,270.020427571938,0.0157974373911132,0.107029341170633,"Nav1.7","2","Var1"
-30,"Control",0.172561484390479,0.0240849143225379,270.020427571938,0.125143385631305,0.219979583149653,"Nav1.7","2","Var1"
-30,"Veneno",0.170179271202747,0.0232500939067492,270.020427571938,0.124404757153567,0.215953785251926,"Nav1.7","2","Var1"
-25,"Control",0.464662373031794,0.0242519062415372,270.020427571938,0.416915502527741,0.512409243535847,"Nav1.7","2","Var1"
-25,"Veneno",0.376521109561634,0.0233624690193539,270.020427571938,0.330525352699787,0.422516866423481,"Nav1.7","2","Var1"
-20,"Control",0.765690629579871,0.0241186856258393,270.020427571938,0.718206042272151,0.813175216887591,"Nav1.7","2","Var1"
-20,"Veneno",0.624359101197444,0.0232752911860505,270.020427571938,0.578534979038293,0.670183223356596,"Nav1.7","2","Var1"
-15,"Control",0.934777074093827,0.0238630685660211,270.020427571938,0.887795742675859,0.981758405511796,"Nav1.7","2","Var1"
-15,"Veneno",0.817396490853647,0.0231054752340099,270.020427571938,0.77190670036273,0.862886281344564,"Nav1.7","2","Var1"
-10,"Control",0.988195810899947,0.0240737109314342,270.020427571938,0.940799769246673,1.03559185255322,"Nav1.7","2","Var1"
-10,"Veneno",0.909983052953471,0.023342182609666,270.020427571938,0.864027235738706,0.955938870168235,"Nav1.7","2","Var1"
-5,"Control",0.979759180078052,0.0251382841488159,270.020427571938,0.930267219075339,1.02925114108076,"Nav1.7","2","Var1"
-5,"Veneno",0.921824686134911,0.0240145239410796,270.020427571938,0.874545171138793,0.96910420113103,"Nav1.7","2","Var1"
0,"Control",0.931490350115254,0.0288064364931195,270.020427571938,0.87477657350645,0.988204126724059,"Nav1.7","2","Var1"
0,"Veneno",0.89522824185725,0.028436122359191,270.020427571938,0.839243535401629,0.951212948312871,"Nav1.7","2","Var1"
-90,"Control",0.994505883167208,0.02569220233513,272.838567485307,0.943925726482888,1.04508603985153,"Nav1.7","2","Var2"
-90,"Veneno",0.999864082895131,0.0254013494383543,272.838567485307,0.9498565273798,1.04987163841046,"Nav1.7","2","Var2"
-85,"Control",0.987214875830937,0.0235850031913559,272.838567485307,0.940783155371231,1.03364659629064,"Nav1.7","2","Var2"
-85,"Veneno",0.979743662890596,0.0231666046320265,272.838567485307,0.934135642338407,1.02535168344278,"Nav1.7","2","Var2"
-80,"Control",0.974753045273796,0.0234898658522187,272.838567485307,0.92850862138981,1.02099746915778,"Nav1.7","2","Var2"
-80,"Veneno",0.952555554147352,0.0231188585470683,272.838567485307,0.907041531160134,0.99806957713457,"Nav1.7","2","Var2"
-75,"Control",0.944351810550335,0.0233887906360251,272.838567485307,0.898306373121666,0.990397247979003,"Nav1.7","2","Var2"
-75,"Veneno",0.91418679386747,0.0230406124272598,272.838567485307,0.868826813766425,0.959546773968514,"Nav1.7","2","Var2"
-70,"Control",0.886838785558684,0.0234115187007794,272.838567485307,0.84074860346152,0.932928967655848,"Nav1.7","2","Var2"
-70,"Veneno",0.862811232618948,0.0230258565699035,272.838567485307,0.817480302327156,0.908142162910741,"Nav1.7","2","Var2"
-65,"Control",0.805989954819921,0.0234290465602725,272.838567485307,0.759865265681752,0.852114643958091,"Nav1.7","2","Var2"
-65,"Veneno",0.798133508048134,0.023031174407908,272.838567485307,0.752792108545645,0.843474907550622,"Nav1.7","2","Var2"
-60,"Control",0.715624943323912,0.0234059438860147,272.838567485307,0.669545736346772,0.761704150301053,"Nav1.7","2","Var2"
-60,"Veneno",0.722471020380821,0.0230188970595366,272.838567485307,0.677153791254861,0.767788249506781,"Nav1.7","2","Var2"
-55,"Control",0.627648145369406,0.0233896540684568,272.838567485307,0.581601008104066,0.673695282634745,"Nav1.7","2","Var2"
-55,"Veneno",0.640700518750051,0.0230101143190357,272.838567485307,0.595400580177266,0.686000457322836,"Nav1.7","2","Var2"
-50,"Control",0.542728479620565,0.0234077343495924,272.838567485307,0.496645747763497,0.588811211477634,"Nav1.7","2","Var2"
-50,"Veneno",0.559642954279386,0.0230197340048118,272.838567485307,0.514324077461936,0.604961831096836,"Nav1.7","2","Var2"
-45,"Control",0.455116083288081,0.0234239842294759,272.838567485307,0.409001360344383,0.501230806231779,"Nav1.7","2","Var2"
-45,"Veneno",0.482585335135639,0.0230284113409974,272.838567485307,0.437249375274153,0.527921294997125,"Nav1.7","2","Var2"
-40,"Control",0.356327146610689,0.0234077343495928,272.838567485307,0.31024441475362,0.402409878467758,"Nav1.7","2","Var2"
-40,"Veneno",0.403371631152153,0.023019734004812,272.838567485307,0.358052754334702,0.448690507969604,"Nav1.7","2","Var2"
-35,"Control",0.241888096735262,0.0233896540684567,272.838567485307,0.195840959469923,0.287935234000601,"Nav1.7","2","Var2"
-35,"Veneno",0.317102287029649,0.0230101143190356,272.838567485307,0.271802348456864,0.362402225602433,"Nav1.7","2","Var2"
-30,"Control",0.131157161428928,0.0234059438860148,272.838567485307,0.0850779544517866,0.177236368406069,"Nav1.7","2","Var2"
-30,"Veneno",0.234951931438659,0.0230188970595367,272.838567485307,0.189634702312699,0.280269160564619,"Nav1.7","2","Var2"
-25,"Control",0.0572226858575623,0.0234290465602732,272.838567485307,0.0110979967193914,0.103347374995733,"Nav1.7","2","Var2"
-25,"Veneno",0.174785685830755,0.0230311744079084,272.838567485307,0.129444286328266,0.220127085333244,"Nav1.7","2","Var2"
-20,"Control",0.0273098449733513,0.0234115187007797,272.838567485307,-0.0187803371238132,0.0734000270705158,"Nav1.7","2","Var2"
-20,"Veneno",0.14204808786795,0.0230258565699037,272.838567485307,0.0967171575761564,0.187379018159743,"Nav1.7","2","Var2"
-15,"Control",0.020417880587395,0.0233887906360252,272.838567485307,-0.0256275568412737,0.0664633180160636,"Nav1.7","2","Var2"
