Canal,Tratamiento,Concentracion,Celula,Voltaje,Corriente,Var1,Var2
Nav1.5,Veneno,2,5,-80,-0.04814410955,0.00663810596,0.906614786
Nav1.5,Veneno,2,5,-75,-0.02169379592,0.003140680828,0.7176940405
Nav1.5,Veneno,2,5,-70,-0.001778438687,0.0002710199492,0.5101372107
Nav1.5,Veneno,2,5,-65,-0.03494788706,0.005621624616,0.3406717182
Nav1.5,Veneno,2,5,-60,-0.03492420912,0.005948236727,0.2182060209
Nav1.5,Veneno,2,5,-55,-0.07283703983,0.01318073708,0.109870981
Nav1.5,Veneno,2,5,-50,-0.1279870421,0.02470463928,0.05027646938
Nav1.5,Veneno,2,5,-45,-0.7902658582,0.1634349078,-0.003891050584
Nav1.5,Veneno,2,5,-40,-2.860470533,0.6370726966,-0.01423305345
Nav1.5,Veneno,2,5,-35,-3.565239668,0.860194742,-0.01454024165
Nav1.5,Veneno,2,5,-30,-3.624688625,0.9540271636,0.003788654516
Nav1.5,Veneno,2,5,-25,-3.418355465,0.9896737417,0.002764693836
Nav1.5,Veneno,2,5,-20,-3.06926322,0.9873174265,0.007474912963
Nav1.5,Veneno,2,5,-15,-2.763356209,1,0.003379070244
Nav1.5,Veneno,2,5,-10,-2.391257524,0.9889308367,-0.01105877534
Nav1.5,Veneno,2,5,-5,-2.051649332,0.9898487024,-0.001740733156
Nav1.5,Veneno,2,5,0,-1.662879109,0.9626727221,0
Nav1.5,Veneno,2,5,5,-1.292864084,,
Nav1.5,Veneno,2,5,10,-0.9061589837,,
Nav1.5,Veneno,2,5,15,-0.5347626805,,
Nav1.5,Veneno,2,5,20,-0.2423490286,,
Nav1.5,Veneno,2,5,25,0.0182710886,,
Nav1.5,Veneno,2,5,30,0.1989509314,,
Nav1.5,Veneno,2,5,35,0.2418412864,,
Nav1.5,Veneno,2,5,40,0.2650030851,,
Nav1.5,Veneno,2,5,45,0.2711670995,,
Nav1.5,Veneno,2,5,50,0.2826401293,,
Nav1.5,Veneno,2,5,55,0.3194111586,,
Nav1.5,Veneno,2,5,60,0.3445644975,,
Nav1.5,Veneno,2,5,65,0.3850765824,,
Nav1.5,Control,2,6,-90,-0.07151646167,0.01170433256,1
Nav1.5,Control,2,6,-85,-0.04928994179,0.008480436153,0.9906882591
Nav1.5,Control,2,6,-80,-0.02397115529,0.004347221128,0.9400809717
Nav1.5,Control,2,6,-75,-0.00696772337,0.00133581817,0.883265857
Nav1.5,Control,2,6,-70,0.009444251657,-0.001920339883,0.7639676113
Nav1.5,Control,2,6,-65,0.02210769057,-0.004785266993,0.6164642375
Nav1.5,Control,2,6,-60,0.02397654951,-0.00554770266,0.4720647773
Nav1.5,Control,2,6,-55,0.008282959461,-0.002058478154,0.3423751687
Nav1.5,Control,2,6,-50,-0.01640386879,0.00440281836,0.2472334683
Nav1.5,Control,2,6,-45,-0.1370779425,0.03999118119,0.1620782726
Nav1.5,Control,2,6,-40,-0.7143678665,0.2282585777,0.09689608637
Nav1.5,Control,2,6,-35,-1.800726175,0.6359435504,0.06950067476
Nav1.5,Control,2,6,-30,-2.114033699,0.8344253224,0.07476383266
Nav1.5,Control,2,6,-25,-2.114595413,0.9459333066,0.07219973009
Nav1.5,Control,2,6,-20,-1.917908192,0.9899401812,0.06788124157
Nav1.5,Control,2,6,-15,-1.639336824,1,0.04170040486
Nav1.5,Control,2,6,-10,-1.334498644,0.994947392,0.03009446694
Nav1.5,Control,2,6,-5,-0.963966608,0.924035041,0.01228070175
Nav1.5,Control,2,6,0,-0.6704874039,0.8997981785,0
Nav1.5,Control,2,6,5,-0.3696354032,,
Nav1.5,Control,2,6,10,-0.0937024653,,
Nav1.5,Control,2,6,15,0.07188914716,,
Nav1.5,Control,2,6,20,0.173034668,,
Nav1.5,Control,2,6,25,0.1961686164,,
Nav1.5,Control,2,6,30,0.2162292004,,
Nav1.5,Control,2,6,35,0.2331461906,,
Nav1.5,Control,2,6,40,0.2502846718,,
Nav1.5,Control,2,6,45,0.2594075203,,
Nav1.5,Control,2,6,50,0.2709879875,,
Nav1.5,Control,2,6,55,0.2886395752,,
Nav1.5,Control,2,6,60,0.3126944304,,
Nav1.5,Control,2,6,65,0.3318313956,,
Nav1.5,Veneno,2,6,-90,-0.04092207551,0.00713637558,0.9893274854
Nav1.5,Veneno,2,6,-85,-0.03488701582,0.006395921398,1
Nav1.5,Veneno,2,6,-80,-0.03334116936,0.006442923967,0.975877193
Nav1.5,Veneno,2,6,-75,-0.02472494543,0.00505092826,0.8887426901
Nav1.5,Veneno,2,6,-70,-0.00919520855,0.001992285373,0.7682748538
Nav1.5,Veneno,2,6,-65,0.006277501583,-0.001447868234,0.5785087719
Nav1.5,Veneno,2,6,-60,0.01651656628,-0.004072167836,0.4051169591
Nav1.5,Veneno,2,6,-55,0.005148053169,-0.001363274032,0.2776315789
Nav1.5,Veneno,2,6,-50,-0.0007130205631,0.0002039228767,0.1788011696
Nav1.5,Veneno,2,6,-45,-0.0887747854,0.02759724301,0.09839181287
Nav1.5,Veneno,2,6,-40,-0.3860017359,0.1314237533,0.04429824561
Nav1.5,Veneno,2,6,-35,-1.250778675,0.4706854463,0.009210526316
Nav1.5,Veneno,2,6,-30,-1.727543116,0.7265807317,-0.001461988304
Nav1.5,Veneno,2,6,-25,-1.850283623,0.8819641829,-0.003362573099
Nav1.5,Veneno,2,6,-20,-1.734701872,0.9540813304,-0.005994152047
Nav1.5,Veneno,2,6,-15,-1.503712296,0.9774081787,0.008479532164
Nav1.5,Veneno,2,6,-10,-1.258747458,1,0.01213450292
Nav1.5,Veneno,2,6,-5,-0.9598206282,0.9803833843,0.0005847953216
Nav1.5,Veneno,2,6,0,-0.681266427,0.9742061924,0
Nav1.5,Veneno,2,6,5,-0.358304888,,
Nav1.5,Veneno,2,6,10,-0.09512357414,,
Nav1.5,Veneno,2,6,15,0.1264768243,,
Nav1.5,Veneno,2,6,20,0.2512109876,,
Nav1.5,Veneno,2,6,25,0.293561995,,
Nav1.5,Veneno,2,6,30,0.3237601519,,
Nav1.5,Veneno,2,6,35,0.3502219915,,
Nav1.5,Veneno,2,6,40,0.3737176955,,
Nav1.5,Veneno,2,6,45,0.4030687511,,
Nav1.5,Veneno,2,6,50,0.4381696582,,
Nav1.5,Veneno,2,6,55,0.4732962549,,
Nav1.5,Veneno,2,6,60,0.5097519159,,
Nav1.5,Veneno,2,6,65,0.5493192673,,
Nav1.5,Control,2,7,-90,-0.057165768,0.001077787889,
Nav1.5,Control,2,7,-85,-0.0510257706,0.0009013895973,
Nav1.5,Control,2,7,-80,-0.04051735625,0.00001640450403,
Nav1.5,Control,2,7,-75,-0.04143866152,-0.0001910629748,
Nav1.5,Control,2,7,-70,-0.02975175343,-0.0006090087545,
Nav1.5,Control,2,7,-65,-0.0350587666,-0.001171255563,
Nav1.5,Control,2,7,-60,-0.03096094355,-0.001033450949,
Nav1.5,Control,2,7,-55,-0.05828279629,-0.001056152553,
Nav1.5,Control,2,7,-50,-0.1666989326,-0.001156453294,
Nav1.5,Control,2,7,-45,-0.6510090232,0.00735466311,
Nav1.5,Control,2,7,-40,-1.546753764,0.2071360264,
Nav1.5,Control,2,7,-35,-2.122492075,0.2731210532,
Nav1.5,Control,2,7,-30,-2.270941496,0.3173092668,
Nav1.5,Control,2,7,-25,-2.104240656,0.3467049076,
Nav1.5,Control,2,7,-20,-1.859716177,0.376621144,
Nav1.5,Control,2,7,-15,-1.531997561,0.4123294979,
Nav1.5,Control,2,7,-10,-1.173800349,0.4559212436,
Nav1.5,Control,2,7,-5,-0.8064395189,0.5212752359,
Nav1.5,Control,2,7,0,-0.4776002467,0.6504428374,
Nav1.5,Control,2,7,5,-0.1944178343,,
Nav1.5,Control,2,7,10,-0.0004008114338,,
Nav1.5,Control,2,7,15,0.07084662467,,
Nav1.5,Control,2,7,20,0.1042703241,,
Nav1.5,Control,2,7,25,0.131056875,,
Nav1.5,Control,2,7,30,0.1408552229,,
Nav1.5,Control,2,7,35,0.1565318257,,
Nav1.5,Control,2,7,40,0.1766774654,,
Nav1.5,Control,2,7,45,0.1918881536,,
Nav1.5,Control,2,7,50,0.2182521969,,
Nav1.5,Control,2,7,55,0.2434307188,,
Nav1.5,Control,2,7,60,0.2694222033,,
Nav1.5,Control,2,7,65,0.316547811,,
Nav1.5,Veneno,2,7,-90,-0.05732132494,-0.004480585587,
Nav1.5,Veneno,2,7,-85,-0.05193850398,-0.005282599741,
Nav1.5,Veneno,2,7,-80,-0.04672810435,-0.008959366295,
Nav1.5,Veneno,2,7,-75,-0.04271943867,-0.009894877434,
Nav1.5,Veneno,2,7,-70,-0.03374864906,-0.01163277735,
Nav1.5,Veneno,2,7,-65,-0.03720385581,-0.01156826573,
Nav1.5,Veneno,2,7,-60,-0.04289530218,-0.01305352981,
Nav1.5,Veneno,2,7,-55,-0.06136274338,-0.01145496803,
Nav1.5,Veneno,2,7,-50,-0.1684984118,-0.004176886286,
Nav1.5,Veneno,2,7,-45,-0.4765052497,0.04312562509,
Nav1.5,Veneno,2,7,-40,-1.046901226,0.7370217755,
Nav1.5,Veneno,2,7,-35,-1.544029117,0.9257956768,
Nav1.5,Veneno,2,7,-30,-1.713718891,1,
Nav1.5,Veneno,2,7,-25,-1.682094455,0.957647853,
Nav1.5,Veneno,2,7,-20,-1.533970356,0.8926192664,
Nav1.5,Veneno,2,7,-15,-1.303904057,0.7865040125,
Nav1.5,Veneno,2,7,-10,-1.054282308,0.6788573097,
Nav1.5,Veneno,2,7,-5,-0.7808586359,0.5588640827,
Nav1.5,Veneno,2,7,0,-0.4992434382,0.4360848817,
Nav1.5,Veneno,2,7,5,-0.2328335941,,
Nav1.5,Veneno,2,7,10,-0.09424241632,,
Nav1.5,Veneno,2,7,15,0.02553476393,,
Nav1.5,Veneno,2,7,20,0.05289196223,,
Nav1.5,Veneno,2,7,25,0.08841649443,,
Nav1.5,Veneno,2,7,30,0.1124477908,,
Nav1.5,Veneno,2,7,35,0.1388222277,,
Nav1.5,Veneno,2,7,40,0.1591138244,,
Nav1.5,Veneno,2,7,45,0.1897986531,,
Nav1.5,Veneno,2,7,50,0.2155661732,,
Nav1.5,Veneno,2,7,55,0.2598856091,,
Nav1.5,Veneno,2,7,60,0.3301846981,,
Nav1.5,Veneno,2,7,65,0.3876318634,,
Nav1.5,Control,2,8,-90,-0.04455566406,0.003369635351,1
Nav1.5,Control,2,8,-85,-0.03540039063,0.002801191031,0.9954793874
Nav1.5,Control,2,8,-80,-0.0006103515625,0.00005064088238,0.9821874367
Nav1.5,Control,2,8,-75,0.006713867188,-0.0005854706096,0.9281425005
Nav1.5,Control,2,8,-70,0.02014160156,-0.001850842572,0.831590311
Nav1.5,Control,2,8,-65,0.03631591797,-0.003526734633,0.6994129951
Nav1.5,Control,2,8,-60,0.02990722656,-0.003079331728,0.5598137777
Nav1.5,Control,2,8,-55,0.02838134766,-0.003109544951,0.4194723703
Nav1.5,Control,2,8,-50,0.02868652344,-0.003358253584,0.2848660684
Nav1.5,Control,2,8,-45,-0.1672363281,0.02101745563,0.1858174212
Nav1.5,Control,2,8,-40,-4.281921387,0.5808400693,0.08272046421
Nav1.5,Control,2,8,-35,-5.081481934,0.7487223901,0.04716280953
Nav1.5,Control,2,8,-30,-5.247802734,0.8461747471,0.03549018285
Nav1.5,Control,2,8,-25,-5.01739502,0.8932961976,0.01929694353
Nav1.5,Control,2,8,-20,-4.671936035,0.9285105889,0.01376425342
Nav1.5,Control,2,8,-15,-4.262695313,0.9586478954,0.006949598543
Nav1.5,Control,2,8,-10,-3.771057129,0.9765794926,-0.007084542204
Nav1.5,Control,2,8,-5,-3.23425293,0.9871300601,0.000134943661
Nav1.5,Control,2,8,0,-2.691345215,1,0
Nav1.5,Control,2,8,5,-2.070922852,,
Nav1.5,Control,2,8,10,-1.448669434,,
Nav1.5,Control,2,8,15,-0.9008789063,,
Nav1.5,Control,2,8,20,-0.3231811523,,
Nav1.5,Control,2,8,25,0.1892089844,,
Nav1.5,Control,2,8,30,0.3387451172,,
Nav1.5,Control,2,8,35,0.358581543,,
Nav1.5,Control,2,8,40,0.3686523438,,
Nav1.5,Control,2,8,45,0.3939819336,,
Nav1.5,Control,2,8,50,0.4406738281,,
Nav1.5,Control,2,8,55,0.4507446289,,
Nav1.5,Control,2,8,60,0.4595947266,,
Nav1.5,Control,2,8,65,0.5310058594,,
Nav1.5,Veneno,2,8,-90,0.02044677734,-0.001934440745,0.9846094652
Nav1.5,Veneno,2,8,-85,0.02410888672,-0.002389522398,1
Nav1.5,Veneno,2,8,-80,0.04089355469,-0.004255769638,0.9986148519
Nav1.5,Veneno,2,8,-75,0.04516601563,-0.004947791881,0.9101192766
Nav1.5,Veneno,2,8,-70,0.05310058594,-0.006140165149,0.8123893805
Nav1.5,Veneno,2,8,-65,0.05279541016,-0.006463987246,0.6743362832
Nav1.5,Veneno,2,8,-60,0.05950927734,-0.007741372009,0.5338207003
Nav1.5,Veneno,2,8,-55,0.05126953125,-0.00711412238,0.3983070412
Nav1.5,Veneno,2,8,-50,0.01800537109,-0.002676870028,0.2825702193
Nav1.5,Veneno,2,8,-45,-0.1843261719,0.0295118813,0.1712966526
Nav1.5,Veneno,2,8,-40,-3.137512207,0.5441986026,0.07941515968
Nav1.5,Veneno,2,8,-35,-3.931884766,0.7439801359,0.04671027318
Nav1.5,Veneno,2,8,-30,-4.241027832,0.8827228456,0.0255482878
Nav1.5,Veneno,2,8,-25,-4.06036377,0.9390218082,0.02716429396
Nav1.5,Veneno,2,8,-20,-3.782958984,0.9842261275,0.02200846479
Nav1.5,Veneno,2,8,-15,-3.33404541,0.991349324,0.0237783763
Nav1.5,Veneno,2,8,-10,-2.88269043,1,0.0106964217
Nav1.5,Veneno,2,8,-5,-2.376708984,0.9893711624,0.001769911504
Nav1.5,Veneno,2,8,0,-1.859130859,0.9673936058,0
Nav1.5,Veneno,2,8,5,-1.32232666,,
Nav1.5,Veneno,2,8,10,-0.8596801758,,
Nav1.5,Veneno,2,8,15,-0.3756713867,,
Nav1.5,Veneno,2,8,20,0.02197265625,,
Nav1.5,Veneno,2,8,25,0.2297973633,,
Nav1.5,Veneno,2,8,30,0.2822875977,,
Nav1.5,Veneno,2,8,35,0.3350830078,,
Nav1.5,Veneno,2,8,40,0.3784179688,,
Nav1.5,Veneno,2,8,45,0.4351806641,,
Nav1.5,Veneno,2,8,50,0.5206298828,,
Nav1.5,Veneno,2,8,55,0.5932617188,,
Nav1.5,Veneno,2,8,60,0.6619262695,,
Nav1.5,Veneno,2,8,65,0.7327270508,,
Nav1.5,Control,2,9,-90,-0.06902640313,0.007525988171,0.994108951
Nav1.5,Control,2,9,-85,-0.04656982422,0.005351995869,1
Nav1.5,Control,2,9,-80,-0.03133719414,0.003807193574,0.9900408289
Nav1.5,Control,2,9,-75,-0.03761073202,0.004846304983,0.9611783709
Nav1.5,Control,2,9,-70,-0.03802054375,0.005215182669,0.8791260307
Nav1.5,Control,2,9,-65,-0.0112740621,0.001653085512,0.7721497976
Nav1.5,Control,2,9,-60,-0.002393446863,0.0003769406029,0.6394529992
Nav1.5,Control,2,9,-55,0.01128278673,-0.001919063146,0.5214356517
Nav1.5,Control,2,9,-50,0.01102120429,-0.002037577384,0.4210210346
Nav1.5,Control,2,9,-45,-0.02725655586,0.005519053165,0.2965569005
Nav1.5,Control,2,9,-40,-0.1920732856,0.0429859233,0.1749419285
Nav1.5,Control,2,9,-35,-0.5841326118,0.1461084814,0.08082964072
Nav1.5,Control,2,9,-30,-1.071184397,0.3036588017,0.02022222889
Nav1.5,Control,2,9,-25,-1.3671875,0.4471957028,0.006350476951
Nav1.5,Control,2,9,-20,-1.433585048,0.5541708433,0.02582428182
Nav1.5,Control,2,9,-15,-1.30960083,0.6187416159,0.009132976431
Nav1.5,Control,2,9,-10,-1.099343419,0.6678028004,0.008984774937
Nav1.5,Control,2,9,-5,-0.8210579753,0.6982592772,0.004297872108
Nav1.5,Control,2,9,0,-0.4947248101,0.7012216732,0
Nav1.5,Control,2,9,5,-0.2351728082,,
Nav1.5,Control,2,9,10,0.07914952189,,
Nav1.5,Control,2,9,15,0.2605416477,,
Nav1.5,Control,2,9,20,0.2972237766,,
Nav1.5,Control,2,9,25,0.299939841,,
Nav1.5,Control,2,9,30,0.294028163,,
Nav1.5,Control,2,9,35,0.2929207981,,
Nav1.5,Control,2,9,40,0.2901872993,,
Nav1.5,Control,2,9,45,0.300724566,,
Nav1.5,Control,2,9,50,0.3171081543,,
Nav1.5,Control,2,9,55,0.3669477105,,
Nav1.5,Control,2,9,60,0.3715776801,,
Nav1.5,Control,2,9,65,0.3806980848,,
Nav1.5,Veneno,2,9,-90,-0.03786985949,0.008184461337,0.9823781079
Nav1.5,Veneno,2,9,-85,-0.0181035921,0.00411848566,1
Nav1.5,Veneno,2,9,-80,0.007741644979,-0.001859033216,0.9946436381
Nav1.5,Veneno,2,9,-75,0.02459295839,-0.006252997528,0.9760351329
Nav1.5,Veneno,2,9,-70,0.04809500277,-0.01299290834,0.9102959503
Nav1.5,Veneno,2,9,-65,0.04022006318,-0.01158985207,0.8132312448
Nav1.5,Veneno,2,9,-60,0.03693328425,-0.01140292575,0.6957864599
Nav1.5,Veneno,2,9,-55,0.05052588508,-0.01679952417,0.589255943
Nav1.5,Veneno,2,9,-50,0.06064579263,-0.02184468738,0.4787967369
Nav1.5,Veneno,2,9,-45,0.05380214006,-0.02114137691,0.3619216332
Nav1.5,Veneno,2,9,-40,0.02240762115,-0.009685502476,0.2433583417
Nav1.5,Veneno,2,9,-35,-0.186834231,0.0897305527,0.1307385058
Nav1.5,Veneno,2,9,-30,-0.6689382792,0.361428558,0.08925246477
Nav1.5,Veneno,2,9,-25,-1.087229013,0.6713506237,0.06107058457
Nav1.5,Veneno,2,9,-20,-1.159482002,0.8352936211,0.05115325865
Nav1.5,Veneno,2,9,-15,-1.121093035,0.9691657399,0.03687647684
Nav1.5,Veneno,2,9,-10,-0.925408721,1,0.00386966788
Nav1.5,Veneno,2,9,-5,-0.6879679561,0.991227538,0.003171460254
Nav1.5,Veneno,2,9,0,-0.4027267992,0.8703760622,0
Nav1.5,Veneno,2,9,5,-0.1573233753,,
Nav1.5,Veneno,2,9,10,0.08389528096,,
Nav1.5,Veneno,2,9,15,0.3388152719,,
Nav1.5,Veneno,2,9,20,0.3835849166,,
Nav1.5,Veneno,2,9,25,0.4212723672,,
Nav1.5,Veneno,2,9,30,0.457932055,,
Nav1.5,Veneno,2,9,35,0.5029156804,,
Nav1.5,Veneno,2,9,40,0.5494567156,,
Nav1.5,Veneno,2,9,45,0.6382243037,,
Nav1.5,Veneno,2,9,50,0.6987367868,,
Nav1.5,Veneno,2,9,55,0.7354771495,,
Nav1.5,Veneno,2,9,60,0.7804397345,,
Nav1.5,Veneno,2,9,65,0.8636544943,,
Nav1.6,Control,2,1,-90,-0.05122732371,0.04072255871,0.9396888828
Nav1.6,Control,2,1,-85,-0.0577301681,0.04788548567,0.9778604793
Nav1.6,Control,2,1,-80,-0.0541946739,0.04699435426,1
Nav1.6,Control,2,1,-75,-0.05864569545,0.05327332733,0.9505979482
Nav1.6,Control,2,1,-70,-0.04862684011,0.04637867847,0.8892621902
Nav1.6,Control,2,1,-65,-0.03098507971,0.03110631021,0.8105082489
Nav1.6,Control,2,1,-60,-0.02989099547,0.03167320311,0.6658781072
Nav1.6,Control,2,1,-55,-0.02282650024,0.02560861956,0.4428656557
Nav1.6,Control,2,1,-50,-0.01918711513,0.02286933643,0.2532031419
Nav1.6,Control,2,1,-45,-0.02867029235,0.03644757031,0.1279551486
Nav1.6,Control,2,1,-40,-0.05403883755,0.07359772301,0.06470584479
Nav1.6,Control,2,1,-35,-0.07816395909,0.1146309676,0.03618263188
Nav1.6,Control,2,1,-30,-0.1986661851,0.315591922,0.0130938567
Nav1.6,Control,2,1,-25,-0.3697626591,0.6406898598,-0.009341989917
Nav1.6,Control,2,1,-20,-0.4667403698,0.8894346371,-0.018719144
Nav1.6,Control,2,1,-15,-0.4723894,1,-0.03204905787
Nav1.6,Control,2,1,-10,-0.3994621038,0.9510593299,-0.02940718906
Nav1.6,Control,2,1,-5,-0.3327097893,0.9049714135,-0.01856344242
Nav1.6,Control,2,1,0,-0.2385078669,0.7565064072,0
Nav1.6,Control,2,1,5,-0.1820276082,,
Nav1.6,Control,2,1,10,-0.1268687099,,
Nav1.6,Control,2,1,15,-0.111639142,,
Nav1.6,Control,2,1,20,-0.08205332607,,
Nav1.6,Control,2,1,25,-0.04148442671,,
Nav1.6,Control,2,1,30,0.0005129538476,,
Nav1.6,Control,2,1,35,0.03083249182,,
Nav1.6,Control,2,1,40,0.04807167873,,
Nav1.6,Control,2,1,45,0.07185266912,,
Nav1.6,Control,2,1,50,0.1233202368,,
Nav1.6,Control,2,1,55,0.150847733,,
Nav1.6,Control,2,1,60,0.165723443,,
Nav1.6,Control,2,1,65,0.1647527218,,
Nav1.6,Veneno,2,1,-90,-0.08148193359,0.03043507038,0.9899967521
Nav1.6,Veneno,2,1,-85,-0.1007080078,0.03910909258,1
Nav1.6,Veneno,2,1,-80,-0.1123046875,0.0454147359,0.9536237726
Nav1.6,Veneno,2,1,-75,-0.1434326172,0.06050262441,0.8648974253
Nav1.6,Veneno,2,1,-70,-0.1675415039,0.07385564756,0.8211037404
Nav1.6,Veneno,2,1,-65,-0.1931762695,0.08917275603,0.7818511054
Nav1.6,Veneno,2,1,-60,-0.212097168,0.1027537725,0.7273758136
Nav1.6,Veneno,2,1,-55,-0.2252197266,0.1147940751,0.6400286079
Nav1.6,Veneno,2,1,-50,-0.2563476563,0.1378390396,0.5399347757
Nav1.6,Veneno,2,1,-45,-0.2697753906,0.153492853,0.4754215774
Nav1.6,Veneno,2,1,-40,-0.3002929688,0.1814029829,0.4644007243
Nav1.6,Veneno,2,1,-35,-0.3619384766,0.2330265693,0.4570667325
Nav1.6,Veneno,2,1,-30,-0.5422973633,0.3737347011,0.4590748032
Nav1.6,Veneno,2,1,-25,-0.6860351563,0.5086121329,0.4576386683
Nav1.6,Veneno,2,1,-20,-0.8428955078,0.6761268518,0.461924694
Nav1.6,Veneno,2,1,-15,-0.8999633789,0.7863594137,0.4472764645
Nav1.6,Veneno,2,1,-10,-0.8978271484,0.8614039065,0.4175120015
Nav1.6,Veneno,2,1,-5,-0.8697509766,0.9251696406,0.408930073
Nav1.6,Veneno,2,1,0,-0.8111572266,0.9680671084,0.4131219996
Nav1.6,Veneno,2,1,5,-0.7321166992,,
Nav1.6,Veneno,2,1,10,-0.6335449219,,
Nav1.6,Veneno,2,1,15,-0.5252075195,,
Nav1.6,Veneno,2,1,20,-0.4080200195,,
Nav1.6,Veneno,2,1,25,-0.3161621094,,
Nav1.6,Veneno,2,1,30,-0.2279663086,,
Nav1.6,Veneno,2,1,35,-0.1266479492,,
Nav1.6,Veneno,2,1,40,-0.02258300781,,
Nav1.6,Veneno,2,1,45,0.07690429688,,
Nav1.6,Veneno,2,1,50,0.1571655273,,
Nav1.6,Veneno,2,1,55,0.2279663086,,
Nav1.6,Veneno,2,1,60,0.2975463867,,
Nav1.6,Veneno,2,1,65,0.3512573242,,
Nav1.6,Control,2,2,-90,-0.03035172075,0.007831567475,0.9491674411
Nav1.6,Control,2,2,-85,-0.01217717677,0.003293101718,0.9870707644
Nav1.6,Control,2,2,-80,-0.002796337008,0.0007944127211,0.9987388014
Nav1.6,Control,2,2,-75,0.01123511046,-0.00336156387,1
Nav1.6,Control,2,2,-70,0.03081612289,-0.00973822635,0.9943356935
Nav1.6,Control,2,2,-65,0.04407467693,-0.01475712397,0.9641211399
Nav1.6,Control,2,2,-60,0.05043361336,-0.0179549776,0.8867634958
Nav1.6,Control,2,2,-55,0.05941639841,-0.02258221186,0.7077407341
Nav1.6,Control,2,2,-50,0.01598855853,-0.00651706563,0.503905071
Nav1.6,Control,2,2,-45,-0.01005421579,0.004418349864,0.3305887474
Nav1.6,Control,2,2,-40,-0.03246805072,0.01547733127,0.216836818
Nav1.6,Control,2,2,-35,-0.1136149541,0.05917436572,0.1539347856
Nav1.6,Control,2,2,-30,-0.361338079,0.2074003693,0.1072575432
Nav1.6,Control,2,2,-25,-0.7534989119,0.4816392009,0.08262798361
Nav1.6,Control,2,2,-20,-1.067037106,0.7694967486,0.05662570255
Nav1.6,Control,2,2,-15,-1.129608154,0.9344170965,0.03790326591
Nav1.6,Control,2,2,-10,-1.031112671,1,0.01371227564
Nav1.6,Control,2,2,-5,-0.8335511684,0.9768162979,0.004517072793
Nav1.6,Control,2,2,0,-0.6057705879,0.896698527,0
Nav1.6,Control,2,2,5,-0.3784146607,,
Nav1.6,Control,2,2,10,-0.1918228865,,
Nav1.6,Control,2,2,15,-0.07593237609,,
Nav1.6,Control,2,2,20,0.01398501545,,
Nav1.6,Control,2,2,25,0.07249583304,,
Nav1.6,Control,2,2,30,0.1192142665,,
Nav1.6,Control,2,2,35,0.1490053833,,
Nav1.6,Control,2,2,40,0.1648878008,,
Nav1.6,Control,2,2,45,0.1828102469,,
Nav1.6,Control,2,2,50,0.1973226815,,
Nav1.6,Control,2,2,55,0.2163994908,,
Nav1.6,Control,2,2,60,0.2208112627,,
Nav1.6,Control,2,2,65,0.2245032191,,
Nav1.6,Veneno,2,2,-90,-0.06041809916,0.01319480364,1
Nav1.6,Veneno,2,2,-85,-0.03790551424,0.008602881885,0.9951490385
Nav1.6,Veneno,2,2,-80,-0.03082610667,0.007281726121,0.9864850898
Nav1.6,Veneno,2,2,-75,0.02344152331,-0.005772975519,0.9751459631
Nav1.6,Veneno,2,2,-70,0.02163729817,-0.005565475298,0.9513924211
Nav1.6,Veneno,2,2,-65,-0.01078847051,0.002904043828,0.906121605
Nav1.6,Veneno,2,2,-60,-0.01890412718,0.00533684411,0.8302024776
Nav1.6,Veneno,2,2,-55,-0.03984388337,0.01182520822,0.7449113666
Nav1.6,Veneno,2,2,-50,-0.02987704426,0.009346470722,0.646979258
Nav1.6,Veneno,2,2,-45,-0.002904199064,0.0009604396487,0.5430566176
Nav1.6,Veneno,2,2,-40,-0.05745688826,0.02015300931,0.4455026047
Nav1.6,Veneno,2,2,-35,-0.1780449152,0.0664782571,0.3894545219
Nav1.6,Veneno,2,2,-30,-0.4878385663,0.1947107261,0.3594802886
Nav1.6,Veneno,2,2,-25,-1.053842425,0.451776522,0.3365791679
Nav1.6,Veneno,2,2,-20,-1.544843435,0.7152472662,0.349699912
Nav1.6,Veneno,2,2,-15,-1.722851396,0.8670252122,0.3518489482
Nav1.6,Veneno,2,2,-10,-1.696606278,0.9351332916,0.3493860431
Nav1.6,Veneno,2,2,-5,-1.595754147,0.9721295041,0.3589095953
Nav1.6,Veneno,2,2,0,-1.453756809,0.9898162605,0.3739154241
Nav1.6,Veneno,2,2,5,-1.295923948,,
Nav1.6,Veneno,2,2,10,-1.120585322,,
Nav1.6,Veneno,2,2,15,-0.9368661642,,
Nav1.6,Veneno,2,2,20,-0.7460106015,,
Nav1.6,Veneno,2,2,25,-0.561640799,,
Nav1.6,Veneno,2,2,30,-0.3988211453,,
Nav1.6,Veneno,2,2,35,-0.2188177407,,
Nav1.6,Veneno,2,2,40,-0.0737586394,,
Nav1.6,Veneno,2,2,45,0.06117600575,,
Nav1.6,Veneno,2,2,50,0.1789302528,,
Nav1.6,Veneno,2,2,55,0.2832299471,,
Nav1.6,Veneno,2,2,60,0.3715162873,,
Nav1.6,Veneno,2,2,65,0.4376052916,,
Nav1.6,Control,2,3,-90,-0.03877972066,0.02095871801,1
Nav1.6,Control,2,3,-85,-0.008687704802,0.004939866752,0.9620326018
Nav1.6,Control,2,3,-80,0.0007867366076,-0.0004719210812,0.9294850499
