Canal,Tratamiento,Concentracion,Celula,Voltaje,Corriente,Var1,Var2
Nav1.7,Veneno,2,7,-80,-0.03212391213,0.01995890555,0.9706889989
Nav1.7,Veneno,2,7,-75,-0.02785700187,0.01801427396,0.9196802436
Nav1.7,Veneno,2,7,-70,-0.02929409966,0.01974971198,0.8778073848
Nav1.7,Veneno,2,7,-65,-0.02582064644,0.01818164052,0.8288922726
Nav1.7,Veneno,2,7,-60,-0.03376353905,0.02488043543,0.787209745
Nav1.7,Veneno,2,7,-55,-0.04835926369,0.03737440546,0.7211648268
Nav1.7,Veneno,2,7,-50,-0.06945245713,0.05642888615,0.6520746098
Nav1.7,Veneno,2,7,-45,-0.06289950013,0.05386714271,0.6109630758
Nav1.7,Veneno,2,7,-40,-0.06688898057,0.0605570907,0.5371145794
Nav1.7,Veneno,2,7,-35,-0.06770186126,0.06500775053,0.3989341454
Nav1.7,Veneno,2,7,-30,-0.09755914658,0.09972057373,0.2702702703
Nav1.7,Veneno,2,7,-25,-0.1351346076,0.1476546256,0.1947087933
Nav1.7,Veneno,2,7,-20,-0.1824396253,0.2141084843,0.1427483822
Nav1.7,Veneno,2,7,-15,-0.2435136288,0.3086467681,0.1290445375
Nav1.7,Veneno,2,7,-10,-0.2899669409,0.3994837524,0.1210506281
Nav1.7,Veneno,2,7,-5,-0.3179154992,0.479701279,0.1326608298
Nav1.7,Veneno,2,7,0,-0.3079972863,0.5136552826,0.1343738104
Nav1.7,Veneno,2,7,5,-0.3093289435,,
Nav1.7,Veneno,2,7,10,-0.2904940546,,
Nav1.7,Veneno,2,7,15,-0.2673034668,,
Nav1.7,Veneno,2,7,20,-0.2452115119,,
Nav1.7,Veneno,2,7,25,-0.233243078,,
Nav1.7,Veneno,2,7,30,-0.1860545725,,
Nav1.7,Veneno,2,7,35,-0.1405806094,,
Nav1.7,Veneno,2,7,40,-0.09467662871,,
Nav1.7,Veneno,2,7,45,-0.01422396675,,
Nav1.7,Veneno,2,7,50,0.01154119149,,
Nav1.7,Veneno,2,7,55,0.008292458951,,
Nav1.7,Veneno,2,7,60,0.01460682228,,
Nav1.7,Veneno,2,7,65,0.04657814652,,
Nav1.7,Control,2,8,-90,-0.03911934793,0.00713320029,0.9626562754
Nav1.7,Control,2,8,-85,-0.06131041422,0.01174141049,0.9555122585
Nav1.7,Control,2,8,-80,-0.08831248432,0.01780735413,1
Nav1.7,Control,2,8,-75,-0.07737402618,0.01647332485,0.9805163176
Nav1.7,Control,2,8,-70,-0.06195965782,0.01397209094,0.878714077
Nav1.7,Control,2,8,-65,-0.05079979822,0.01217598097,0.7548303296
Nav1.7,Control,2,8,-60,-0.03409591317,0.008720776485,0.6363045949
Nav1.7,Control,2,8,-55,-0.02716363966,0.007447529945,0.5265465173
Nav1.7,Control,2,8,-50,-0.03311157227,0.009782034508,0.4557558045
Nav1.7,Control,2,8,-45,-0.03689036518,0.011814221,0.3843156357
Nav1.7,Control,2,8,-40,-0.05225686356,0.01827073168,0.3446988147
Nav1.7,Control,2,8,-35,-0.1101804227,0.04241391259,0.2589706121
Nav1.7,Control,2,8,-30,-0.3215774894,0.1377002508,0.1272933918
Nav1.7,Control,2,8,-25,-0.9287127256,0.4480158747,0.0508199383
Nav1.7,Control,2,8,-20,-1.337708116,0.7388416486,0.01542458191
Nav1.7,Control,2,8,-15,-1.407473683,0.9091328891,-0.0006494560805
Nav1.7,Control,2,8,-10,-1.250475764,0.972564239,-0.0004870920604
Nav1.7,Control,2,8,-5,-1.0233531,1,0.004383828544
Nav1.7,Control,2,8,0,-0.7471480966,0.9818559903,0
Nav1.7,Control,2,8,5,-0.4502868652,,
Nav1.7,Control,2,8,10,-0.2031333745,,
Nav1.7,Control,2,8,15,0.01565671712,,
Nav1.7,Control,2,8,20,0.1359438449,,
Nav1.7,Control,2,8,25,0.1399739683,,
Nav1.7,Control,2,8,30,0.1238235757,,
Nav1.7,Control,2,8,35,0.1188629717,,
Nav1.7,Control,2,8,40,0.1082326844,,
Nav1.7,Control,2,8,45,0.1191771254,,
Nav1.7,Control,2,8,50,0.1417780817,,
Nav1.7,Control,2,8,55,0.1515586674,,
Nav1.7,Control,2,8,60,0.1600437462,,
Nav1.7,Control,2,8,65,0.176167205,,
Nav1.7,Veneno,2,8,-90,-0.04301314056,0.01281337761,1
Nav1.7,Veneno,2,8,-85,-0.03581653908,0.01109633167,0.9752168525
Nav1.7,Veneno,2,8,-80,-0.04008622468,0.01293658762,0.9699061781
Nav1.7,Veneno,2,8,-75,-0.05475685745,0.01843938786,0.9332625243
Nav1.7,Veneno,2,8,-70,-0.07247647643,0.02551585998,0.8787395999
Nav1.7,Veneno,2,8,-65,-0.07787808776,0.02872313268,0.7872189768
Nav1.7,Veneno,2,8,-60,-0.06933870912,0.0268523053,0.712338467
Nav1.7,Veneno,2,8,-55,-0.05307283998,0.02163488279,0.5799256506
Nav1.7,Veneno,2,8,-50,-0.03909301758,0.01682141438,0.4899982298
Nav1.7,Veneno,2,8,-45,-0.02697476372,0.01228979243,0.3956452469
Nav1.7,Veneno,2,8,-40,-0.02201981843,0.01065932173,0.3283767038
Nav1.7,Veneno,2,8,-35,-0.0393288359,0.02030746216,0.2407505753
Nav1.7,Veneno,2,8,-30,-0.09845247865,0.05446712332,0.161267481
Nav1.7,Veneno,2,8,-25,-0.4286193848,0.2553667069,0.08426270136
Nav1.7,Veneno,2,8,-20,-0.9847745299,0.635610966,0.06549831829
Nav1.7,Veneno,2,8,-15,-1.27517426,0.8978683697,0.05859444149
Nav1.7,Veneno,2,8,-10,-1.291112781,1,0.06390511595
Nav1.7,Veneno,2,8,-5,-1.116682529,0.960999213,0.07788989202
Nav1.7,Veneno,2,8,0,-1.003773093,0.9718100428,0.08567888122
Nav1.7,Veneno,2,8,5,-0.8030506372,,
Nav1.7,Veneno,2,8,10,-0.6427612305,,
Nav1.7,Veneno,2,8,15,-0.4595752954,,
Nav1.7,Veneno,2,8,20,-0.3517234027,,
Nav1.7,Veneno,2,8,25,-0.1881824881,,
Nav1.7,Veneno,2,8,30,-0.06659767777,,
Nav1.7,Veneno,2,8,35,-0.0328091681,,
Nav1.7,Veneno,2,8,40,-0.001087538898,,
Nav1.7,Veneno,2,8,45,0.03226817772,,
Nav1.7,Veneno,2,8,50,0.05060924217,,
Nav1.7,Veneno,2,8,55,0.05653242767,,
Nav1.7,Veneno,2,8,60,0.08121837676,,
Nav1.7,Veneno,2,8,65,0.100275211,,
Nav1.8,Control,2,1,-90,-0.0567990914,0.01346024812,1
Nav1.8,Control,2,1,-85,-0.05700907484,0.01405919739,0.9677911266
Nav1.8,Control,2,1,-80,-0.05684668943,0.01461318281,0.9397012254
Nav1.8,Control,2,1,-75,-0.05087476224,0.01365669454,0.9434102123
Nav1.8,Control,2,1,-70,-0.03751982376,0.01053801181,0.8965254287
Nav1.8,Control,2,1,-65,-0.03122312203,0.009195190866,0.8365725654
Nav1.8,Control,2,1,-60,-0.01995121688,0.00617539811,0.7287355699
Nav1.8,Control,2,1,-55,-0.0193940606,0.006325683322,0.6407825682
Nav1.8,Control,2,1,-50,-0.01456724387,0.005021302265,0.5347520107
Nav1.8,Control,2,1,-45,-0.01405208465,0.005135518659,0.4606613337
Nav1.8,Control,2,1,-40,-0.027656205,0.0107552282,0.3411528219
Nav1.8,Control,2,1,-35,-0.0260547325,0.01082643332,0.3102699417
Nav1.8,Control,2,1,-30,-0.04314457625,0.01924593177,0.3019999233
Nav1.8,Control,2,1,-25,-0.07521323115,0.03621390379,0.2833395373
Nav1.8,Control,2,1,-20,-0.137194708,0.07175150465,0.1866552282
Nav1.8,Control,2,1,-15,-0.2565044463,0.1468049416,0.1110783728
Nav1.8,Control,2,1,-10,-0.4588639736,0.2899775465,0.07419317331
Nav1.8,Control,2,1,-5,-0.6882581711,0.4855171411,0.03416909277
Nav1.8,Control,2,1,0,-0.8110620379,0.6474289641,0
Nav1.8,Control,2,1,5,-0.853960216,,
Nav1.8,Control,2,1,10,-0.829926908,,
Nav1.8,Control,2,1,15,-0.7413895726,,
Nav1.8,Control,2,1,20,-0.5934045315,,
Nav1.8,Control,2,1,25,-0.4116009474,,
Nav1.8,Control,2,1,30,-0.2151097357,,
Nav1.8,Control,2,1,35,-0.03417408839,,
Nav1.8,Control,2,1,40,0.01351732761,,
Nav1.8,Control,2,1,45,0.05226065218,,
Nav1.8,Control,2,1,50,0.06438369304,,
Nav1.8,Control,2,1,55,0.08368255943,,
Nav1.8,Control,2,1,60,0.1104344353,,
Nav1.8,Control,2,1,65,0.1390145719,,
Nav1.8,Veneno,2,1,-90,-0.03474973142,0.01886122154,0.9776008914
Nav1.8,Veneno,2,1,-85,-0.03881490603,0.02190370862,0.9854439163
Nav1.8,Veneno,2,1,-80,-0.04257490113,0.02501830814,0.9605157548
Nav1.8,Veneno,2,1,-75,-0.03224498779,0.01976486658,1
Nav1.8,Veneno,2,1,-70,-0.02382674254,0.01526269947,0.9863250697
Nav1.8,Veneno,2,1,-65,-0.02860303223,0.01918650494,0.9129261849
Nav1.8,Veneno,2,1,-60,-0.0442591235,0.03115810918,0.8475787541
Nav1.8,Veneno,2,1,-55,-0.06419631839,0.04754759434,0.7445767425
Nav1.8,Veneno,2,1,-50,-0.1037827954,0.08109118209,0.5701332112
Nav1.8,Veneno,2,1,-45,-0.1950620264,0.1612738448,0.4456200655
Nav1.8,Veneno,2,1,-40,-0.4154306054,0.3646725964,0.3403445184
Nav1.8,Veneno,2,1,-35,-0.6759960055,0.6324412624,0.3287615911
Nav1.8,Veneno,2,1,-30,-0.8324705958,0.833681594,0.2676787784
Nav1.8,Veneno,2,1,-25,-0.8792977929,0.9472872828,0.2143044496
Nav1.8,Veneno,2,1,-20,-0.8521285057,0.9932645102,0.1465490005
Nav1.8,Veneno,2,1,-15,-0.787586689,1,0.06045725907
Nav1.8,Veneno,2,1,-10,-0.6815122366,0.9501521194,0.01009639277
Nav1.8,Veneno,2,1,-5,-0.5485188961,0.8478585833,0.0005381106864
Nav1.8,Veneno,2,1,0,-0.3849187791,0.6675363234,0
Nav1.8,Veneno,2,1,5,-0.1974055469,,
Nav1.8,Veneno,2,1,10,-0.00932225585,,
Nav1.8,Veneno,2,1,15,0.02255709656,,
Nav1.8,Veneno,2,1,20,0.04951908812,,
Nav1.8,Veneno,2,1,25,0.0745895654,,
Nav1.8,Veneno,2,1,30,0.1126732007,,
Nav1.8,Veneno,2,1,35,0.1415209472,,
Nav1.8,Veneno,2,1,40,0.1602172852,,
Nav1.8,Veneno,2,1,45,0.2197389007,,
Nav1.8,Veneno,2,1,50,0.2611811459,,
Nav1.8,Veneno,2,1,55,0.2975217104,,
Nav1.8,Veneno,2,1,60,0.3403357267,,
Nav1.8,Veneno,2,1,65,0.3780018091,,
Nav1.8,Control,2,2,-90,-0.1522758603,0.02758014265,0.98545678
Nav1.8,Control,2,2,-85,-0.1660499126,0.03117251731,1
Nav1.8,Control,2,2,-80,-0.154065758,0.03001829246,0.9721425645
Nav1.8,Control,2,2,-75,-0.12909621,0.02614348996,0.934453093
Nav1.8,Control,2,2,-70,-0.1118349209,0.02357606907,0.9012699713
Nav1.8,Control,2,2,-65,-0.09177218378,0.02017339513,0.8195411717
Nav1.8,Control,2,2,-60,-0.06745070219,0.01548895947,0.7009422368
Nav1.8,Control,2,2,-55,-0.03393280506,0.008156235843,0.5794756247
Nav1.8,Control,2,2,-50,-0.03563012928,0.008984026351,0.4448996313
Nav1.8,Control,2,2,-45,-0.02373170294,0.006292322304,0.2871773863
Nav1.8,Control,2,2,-40,-0.02494211867,0.0069726731,0.1859893486
Nav1.8,Control,2,2,-35,-0.04644843936,0.01373111058,0.1294551413
Nav1.8,Control,2,2,-30,-0.1075830311,0.03374300174,0.109176567
Nav1.8,Control,2,2,-25,-0.1882763058,0.06288668962,0.1468660385
Nav1.8,Control,2,2,-20,-0.2729231715,0.09749036664,0.1173699304
Nav1.8,Control,2,2,-15,-0.6475144029,0.2485583865,0.05407619828
Nav1.8,Control,2,2,-10,-1.334482312,0.5535730298,0.005735354363
Nav1.8,Control,2,2,-5,-1.70414269,0.7689266105,-0.001024170422
Nav1.8,Control,2,2,0,-1.862676382,0.9212719641,0
Nav1.8,Control,2,2,5,-1.827443957,,
Nav1.8,Control,2,2,10,-1.626614332,,
Nav1.8,Control,2,2,15,-1.386032939,,
Nav1.8,Control,2,2,20,-1.208784103,,
Nav1.8,Control,2,2,25,-0.9795182347,,
Nav1.8,Control,2,2,30,-0.8198221326,,
Nav1.8,Control,2,2,35,-0.6286380887,,
Nav1.8,Control,2,2,40,-0.4922656715,,
Nav1.8,Control,2,2,45,-0.2531038821,,
Nav1.8,Control,2,2,50,-0.02427690476,,
Nav1.8,Control,2,2,55,0.02764755487,,
Nav1.8,Control,2,2,60,0.07540242374,,
Nav1.8,Control,2,2,65,0.1132373586,,
Nav1.8,Veneno,2,2,-90,-0.09094615281,0.01543694413,0.9970457903
Nav1.8,Veneno,2,2,-85,-0.07428958267,0.01305060354,0.9735463945
Nav1.8,Veneno,2,2,-80,-0.08427372575,0.01534093478,1
Nav1.8,Veneno,2,2,-75,-0.1104133502,0.02085492642,0.9884517255
Nav1.8,Veneno,2,2,-70,-0.1329285502,0.02608837413,0.9846918222
Nav1.8,Veneno,2,2,-65,-0.1669499874,0.03409730031,0.9586410635
Nav1.8,Veneno,2,2,-60,-0.1826232225,0.03887878729,0.8706861824
Nav1.8,Veneno,2,2,-55,-0.1677826345,0.03729986683,0.7531892037
Nav1.8,Veneno,2,2,-50,-0.1705103815,0.03966119413,0.6475090641
Nav1.8,Veneno,2,2,-45,-0.1805171221,0.04402708093,0.486101786
Nav1.8,Veneno,2,2,-40,-0.2489028722,0.06380321277,0.380287364
Nav1.8,Veneno,2,2,-35,-0.3478514254,0.09396141627,0.2480193366
Nav1.8,Veneno,2,2,-30,-1.020869493,0.2914246404,0.1921579159
Nav1.8,Veneno,2,2,-25,-2.150577545,0.6509021858,0.1538874715
Nav1.8,Veneno,2,2,-20,-2.561517477,0.8249762313,0.08097220357
Nav1.8,Veneno,2,2,-15,-2.664987087,0.917087902,0.06042701759
Nav1.8,Veneno,2,2,-10,-2.666475296,0.985070622,0.008459782463
Nav1.8,Veneno,2,2,-5,-2.507851601,1,-0.01047401638
Nav1.8,Veneno,2,2,0,-2.241369247,0.9707873997,0
Nav1.8,Veneno,2,2,5,-2.05309844,,
Nav1.8,Veneno,2,2,10,-1.838348746,,
Nav1.8,Veneno,2,2,15,-1.571723104,,
Nav1.8,Veneno,2,2,20,-1.1893152,,
Nav1.8,Veneno,2,2,25,-0.8082523942,,
Nav1.8,Veneno,2,2,30,-0.4938836694,,
Nav1.8,Veneno,2,2,35,-0.1544716954,,
Nav1.8,Veneno,2,2,40,0.1320959032,,
Nav1.8,Veneno,2,2,45,0.1936698258,,
Nav1.8,Veneno,2,2,50,0.2733668685,,
Nav1.8,Veneno,2,2,55,0.361068368,,
Nav1.8,Veneno,2,2,60,0.4348300695,,
Nav1.8,Veneno,2,2,65,0.4871765673,,
BgNav1,Control,2,1,-90,-0.04830932617,0.004341785543,0.9682944741
BgNav1,Control,2,1,-85,-0.0225944519,0.002128297612,0.9705025834
BgNav1,Control,2,1,-80,-0.008354187012,0.0008266713463,0.973492158
BgNav1,Control,2,1,-75,-0.003677368164,0.0003832420412,0.9844867495
BgNav1,Control,2,1,-70,0.04027557373,-0.004433182553,0.9856276586
BgNav1,Control,2,1,-65,0.03884887695,-0.004530676659,1
BgNav1,Control,2,1,-60,-0.01090240479,0.001351945229,0.9946814485
BgNav1,Control,2,1,-55,-0.01663589478,0.002202309394,0.9460400142
BgNav1,Control,2,1,-50,-0.02500534058,0.003550157083,0.8205093965
BgNav1,Control,2,1,-45,-0.06643676758,0.01016933154,0.5811012066
BgNav1,Control,2,1,-40,-0.2266197205,0.03762786474,0.2997354417
BgNav1,Control,2,1,-35,-2.118911743,0.3843996595,0.144477979
BgNav1,Control,2,1,-30,-3.671031952,0.7339322486,0.07858429901
BgNav1,Control,2,1,-25,-3.752105713,0.8353842358,0.05788152519
BgNav1,Control,2,1,-20,-3.576778412,0.8984446251,0.04560877458
BgNav1,Control,2,1,-15,-3.288982391,0.9476468375,0.0273865676
BgNav1,Control,2,1,-10,-2.960289001,1,0.02271221248
BgNav1,Control,2,1,-5,-2.643375397,1.078975263,0.01761589246
BgNav1,Control,2,1,0,-2.349143982,1.211211321,0
BgNav1,Control,2,1,5,-2.098903656,,
BgNav1,Control,2,1,10,-1.820964813,,
BgNav1,Control,2,1,15,-1.633228302,,
BgNav1,Control,2,1,20,-1.459259033,,
BgNav1,Control,2,1,25,-1.322151184,,
BgNav1,Control,2,1,30,-1.127277374,,
BgNav1,Control,2,1,35,-1.011245728,,
BgNav1,Control,2,1,40,-0.82239151,,
BgNav1,Control,2,1,45,-0.6767120361,,
BgNav1,Control,2,1,50,-0.5716667175,,
BgNav1,Control,2,1,55,-0.4921417236,,
BgNav1,Control,2,1,60,-0.4109115601,,
BgNav1,Control,2,1,65,-0.3634109497,,
BgNav1,Veneno,2,1,-90,-0.08332824707,0.004323463903,0.9642584354
BgNav1,Veneno,2,1,-85,-0.07699203491,0.004168243422,0.9744348544
BgNav1,Veneno,2,1,-80,-0.07183456421,0.004065638322,0.9852908651
BgNav1,Veneno,2,1,-75,-0.1077651978,0.006389375513,0.9927076905
BgNav1,Veneno,2,1,-70,-0.1571311951,0.009781623328,1
BgNav1,Veneno,2,1,-65,-0.1692314148,0.01108876213,0.9950638374
BgNav1,Veneno,2,1,-60,-0.2707023621,0.01872189707,0.9704684494
BgNav1,Veneno,2,1,-55,-0.3248519897,0.02378693961,0.9040194427
BgNav1,Veneno,2,1,-50,-0.3406600952,0.02650155433,0.7527898636
BgNav1,Veneno,2,1,-45,-0.4185447693,0.03472838445,0.5173852536
BgNav1,Veneno,2,1,-40,-0.6476135254,0.05756791379,0.3232589444
BgNav1,Veneno,2,1,-35,-1.296081543,0.1240606169,0.2118289345
BgNav1,Veneno,2,1,-30,-5.292350769,0.5487275277,0.1695113175
BgNav1,Veneno,2,1,-25,-6.727050781,0.7607740775,0.1478543464
BgNav1,Veneno,2,1,-20,-6.99438858,0.8699506748,0.1310077103
BgNav1,Veneno,2,1,-15,-6.852703094,0.946821198,0.1140681516
BgNav1,Veneno,2,1,-10,-6.435195923,1,0.1259602982
BgNav1,Veneno,2,1,-5,-5.89887619,1.047236483,0.09986471771
BgNav1,Veneno,2,1,0,-5.325622559,1.102520026,0.08458148958
BgNav1,Veneno,2,1,5,-4.718154907,,
BgNav1,Veneno,2,1,10,-4.179672241,,
BgNav1,Veneno,2,1,15,-3.615150452,,
BgNav1,Veneno,2,1,20,-3.094360352,,
BgNav1,Veneno,2,1,25,-2.608516693,,
BgNav1,Veneno,2,1,30,-2.187042236,,
BgNav1,Veneno,2,1,35,-1.836532593,,
BgNav1,Veneno,2,1,40,-1.532787323,,
BgNav1,Veneno,2,1,45,-1.213161469,,
BgNav1,Veneno,2,1,50,-0.9360084534,,
BgNav1,Veneno,2,1,55,-0.7439041138,,
BgNav1,Veneno,2,1,60,-0.5614509583,,
BgNav1,Veneno,2,1,65,-0.4098320007,,
BgNav1,Control,2,2,-90,-0.09278763086,0.005735660867,0.9297578403
BgNav1,Control,2,2,-85,-0.09064429998,0.005796383814,0.9486561318
BgNav1,Control,2,2,-80,-0.07138983905,0.004728169151,0.9615753864
BgNav1,Control,2,2,-75,-0.07187954336,0.004936921013,0.973565406
BgNav1,Control,2,2,-70,-0.0723124668,0.005157680819,0.9865880611
BgNav1,Control,2,2,-65,-0.08182259649,0.006069429648,0.9984296952
BgNav1,Control,2,2,-60,-0.1480812281,0.01144203836,1
BgNav1,Control,2,2,-55,-0.1826831996,0.0147294119,0.9754985252
BgNav1,Control,2,2,-50,-0.2737036347,0.02307132396,0.8927047497
BgNav1,Control,2,2,-45,-0.549937427,0.04856334761,0.7051100481
BgNav1,Control,2,2,-40,-9.815979004,0.9101610764,0.4133026816
BgNav1,Control,2,2,-35,-9.926345825,0.9688363708,0.2070542541
BgNav1,Control,2,2,-30,-9.5449543,0.9833677965,0.1151084299
BgNav1,Control,2,2,-25,-9.137956619,0.9968155499,0.0657670247
BgNav1,Control,2,2,-20,-8.627904892,1,0.0492478035
BgNav1,Control,2,2,-15,-7.918545246,0.9789686336,0.03321731407
BgNav1,Control,2,2,-10,-7.151993275,0.9473570585,0.02164961621
BgNav1,Control,2,2,-5,-6.438627243,0.9184691299,0.008429595271
BgNav1,Control,2,2,0,-5.662142754,0.875012389,0
BgNav1,Control,2,2,5,-5.039683342,,
BgNav1,Control,2,2,10,-4.306825161,,
BgNav1,Control,2,2,15,-3.616269112,,
BgNav1,Control,2,2,20,-3.01093173,,
BgNav1,Control,2,2,25,-2.497217894,,
BgNav1,Control,2,2,30,-1.900645375,,
BgNav1,Control,2,2,35,-1.46518445,,
BgNav1,Control,2,2,40,-1.075389743,,
BgNav1,Control,2,2,45,-0.730633378,,
BgNav1,Control,2,2,50,-0.4447617531,,
BgNav1,Control,2,2,55,-0.2033641636,,
BgNav1,Control,2,2,60,0.02237009257,,
BgNav1,Control,2,2,65,0.1972925961,,
BgNav1,Veneno,2,2,-90,-0.07110972703,0.004049690094,0.9882995465
BgNav1,Veneno,2,2,-85,-0.08788685501,0.005200658936,0.9872634184
BgNav1,Veneno,2,2,-80,-0.05380889773,0.003313549048,0.9869452115
BgNav1,Veneno,2,2,-75,-0.04039999843,0.002593246259,0.990594232
BgNav1,Veneno,2,2,-70,-0.03186638653,0.002135987936,0.993054333
BgNav1,Veneno,2,2,-65,-0.0287091285,0.002013449183,1
BgNav1,Veneno,2,2,-60,-0.01138569415,0.0008372722698,0.9869423299
BgNav1,Veneno,2,2,-55,-0.009234398603,0.0007137185106,0.9495565067
BgNav1,Veneno,2,2,-50,-0.03815072775,0.003107164866,0.8486358333
BgNav1,Veneno,2,2,-45,-0.1851738691,0.01593827985,0.659796858
BgNav1,Veneno,2,2,-40,-1.996716142,0.1822143834,0.4527000186
BgNav1,Veneno,2,2,-35,-8.661999702,0.8411394091,0.2994237627
BgNav1,Veneno,2,2,-30,-8.816935539,0.9148275287,0.2131072845
BgNav1,Veneno,2,2,-25,-8.603357315,0.9583043664,0.1527886885
BgNav1,Veneno,2,2,-20,-8.16706562,0.9819060023,0.1213882254
BgNav1,Veneno,2,2,-15,-7.619621277,0.995061244,0.1042766235
BgNav1,Veneno,2,2,-10,-6.997315407,1,0.09024609106
BgNav1,Veneno,2,2,-5,-6.280423164,0.9910420651,0.07419230618
BgNav1,Veneno,2,2,0,-5.550314903,0.9776729236,0.05072180005
BgNav1,Veneno,2,2,5,-4.813333988,,
BgNav1,Veneno,2,2,10,-4.074590206,,
BgNav1,Veneno,2,2,15,-3.415222168,,
BgNav1,Veneno,2,2,20,-2.741525888,,
BgNav1,Veneno,2,2,25,-2.07400465,,
BgNav1,Veneno,2,2,30,-1.440832853,,
BgNav1,Veneno,2,2,35,-0.8432760239,,
BgNav1,Veneno,2,2,40,-0.3310554326,,
BgNav1,Veneno,2,2,45,0.1465898752,,
BgNav1,Veneno,2,2,50,0.622649014,,
BgNav1,Veneno,2,2,55,1.078193545,,
BgNav1,Veneno,2,2,60,1.439996481,,
BgNav1,Veneno,2,2,65,1.718610525,,
BgNav1,Control,2,3,-90,-0.08892352879,0.007244646754,0.9469969392
BgNav1,Control,2,3,-85,-0.09756528586,0.008266388912,0.9598595132
BgNav1,Control,2,3,-80,-0.07967435569,0.007031587329,0.9720077708
BgNav1,Control,2,3,-75,-0.08541400731,0.007865595282,0.9782036776
BgNav1,Control,2,3,-70,-0.07692777365,0.007405828779,0.992512434
BgNav1,Control,2,3,-65,-0.068641074,0.006922439619,1
BgNav1,Control,2,3,-60,-0.08291977644,0.00878014862,0.997057383
BgNav1,Control,2,3,-55,-0.1147138178,0.0127853623,0.9579692801
BgNav1,Control,2,3,-50,-0.2475621104,0.02912307358,0.846724696
BgNav1,Control,2,3,-45,-7.302886009,0.9095839405,0.6167938479
BgNav1,Control,2,3,-40,-7.493062973,0.9915273282,0.3618951436
BgNav1,Control,2,3,-35,-7.078064919,0.9989699554,0.1969305499
BgNav1,Control,2,3,-30,-6.613634586,1,0.1323979876
BgNav1,Control,2,3,-25,-6.091153145,0.9917366256,0.0971859968
BgNav1,Control,2,3,-20,-5.54140234,0.9772890526,0.08414716051
BgNav1,Control,2,3,-15,-4.970741272,0.9561970113,0.07659914962
BgNav1,Control,2,3,-10,-4.396849632,0.9302115117,0.06948945365
BgNav1,Control,2,3,-5,-3.811598539,0.8957945836,0.06191559972
BgNav1,Control,2,3,0,-3.254268408,0.860175007,0.05803537835
BgNav1,Control,2,3,5,-2.731707573,,
BgNav1,Control,2,3,10,-2.218648434,,
BgNav1,Control,2,3,15,-1.704066396,,
BgNav1,Control,2,3,20,-1.248157263,,
BgNav1,Control,2,3,25,-0.7938883901,,
BgNav1,Control,2,3,30,-0.4313278198,,
BgNav1,Control,2,3,35,-0.14776963,,
BgNav1,Control,2,3,40,0.03284747899,,
BgNav1,Control,2,3,45,0.1722394526,,
BgNav1,Control,2,3,50,0.2591998577,,
BgNav1,Control,2,3,55,0.319519043,,
BgNav1,Control,2,3,60,0.3740017116,,
BgNav1,Control,2,3,65,0.4510321915,,
BgNav1,Veneno,2,3,-90,-0.1105332673,0.006906797395,0.9848349378
BgNav1,Veneno,2,3,-85,-0.1038930565,0.007005621848,0.9872816029
BgNav1,Veneno,2,3,-80,-0.09507102519,0.006677634545,0.987668406
BgNav1,Veneno,2,3,-75,-0.09667758644,0.007085458416,0.9916437558
BgNav1,Veneno,2,3,-70,-0.09061966836,0.006943087317,0.9937164447
BgNav1,Veneno,2,3,-65,-0.1065765023,0.008554137458,1
BgNav1,Veneno,2,3,-60,-0.1219685823,0.01027853871,0.9869736141
BgNav1,Veneno,2,3,-55,-0.1311659515,0.01163477729,0.9505766381
BgNav1,Veneno,2,3,-50,-0.3076207042,0.02880104518,0.8629717895
BgNav1,Veneno,2,3,-45,-9.580947876,0.9497217736,0.6276340184
BgNav1,Veneno,2,3,-40,-9.265122414,0.9757445251,0.4280020657
BgNav1,Veneno,2,3,-35,-8.778289795,0.9860239287,0.3110983064
BgNav1,Veneno,2,3,-30,-8.189634323,0.9855166591,0.2630597894
BgNav1,Veneno,2,3,-25,-7.687220097,0.9961065702,0.2381316184
BgNav1,Veneno,2,3,-20,-7.124542713,1,0.2351516203
BgNav1,Veneno,2,3,-15,-6.494225025,0.9942445327,0.2116163289
BgNav1,Veneno,2,3,-10,-5.910360336,0.995161832,0.1790106541
BgNav1,Veneno,2,3,-5,-5.222929001,0.9769111305,0.1585616105
BgNav1,Veneno,2,3,0,-4.586606026,0.9648605328,0.123446481
BgNav1,Veneno,2,3,5,-3.988538742,,
BgNav1,Veneno,2,3,10,-3.413005352,,
BgNav1,Veneno,2,3,15,-2.840057135,,
BgNav1,Veneno,2,3,20,-2.287418842,,
BgNav1,Veneno,2,3,25,-1.782475591,,
BgNav1,Veneno,2,3,30,-1.264297605,,
BgNav1,Veneno,2,3,35,-0.793751657,,
BgNav1,Veneno,2,3,40,-0.3371911645,,
BgNav1,Veneno,2,3,45,0.04064099491,,
BgNav1,Veneno,2,3,50,0.3093430102,,
BgNav1,Veneno,2,3,55,0.4984958768,,
BgNav1,Veneno,2,3,60,0.6200224757,,
BgNav1,Veneno,2,3,65,0.7514936328,,
BgNav1,Control,2,4,-90,-0.002834677696,0.0008279437313,0.9410063024
BgNav1,Control,2,4,-85,0.04102569073,-0.01254259163,0.9518016316
BgNav1,Control,2,4,-80,0.01429921389,-0.004585927123,0.9932736986
